,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit,error_top,error_basis
0,9,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,EtPFOSAA,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
1,33,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFDoDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
2,89,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,8:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
3,140,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,MePFOSA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
4,157,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFHxS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
5,193,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFOSA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
6,236,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,som PFOS,=,230.0,ng/l,Lantis,Unrealistic date,,,,,
7,269,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,som PFAS indicatief,=,0.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
8,286,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFTeDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
9,306,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFHpS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
10,320,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFOS lineair,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
11,321,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFDoDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
12,327,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFODA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
13,337,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFHxS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
14,390,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFOS lineair,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
15,392,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,HPFO-DA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
16,405,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFHxA,=,97.0,ng/l,Lantis,Unrealistic date,,,,,
17,444,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFECHS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
18,454,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,6:2 diPAP,<,10.0,ng/l,Lantis,Unrealistic date,,,,,
19,478,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFHpS,=,4.0,ng/l,Lantis,Unrealistic date,,,,,
20,498,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,EtPFOSAA,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
21,500,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,som PFAS indicatief,=,0.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
22,518,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFHpA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
23,567,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFTeDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
24,569,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,som PFOA,=,590.0,ng/l,Lantis,Unrealistic date,,,,,
25,570,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFOA vertakt,=,37.0,ng/l,Lantis,Unrealistic date,,,,,
26,617,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,HPFO-DA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
27,623,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFUnDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
28,629,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFHxA,=,64.0,ng/l,Lantis,Unrealistic date,,,,,
29,662,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFHxA,=,370.0,ng/l,Lantis,Unrealistic date,,,,,
30,700,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFPeS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
31,734,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,totaal PFAS,=,436.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
32,739,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,6:2 diPAP,<,10.0,ng/l,Lantis,Unrealistic date,,,,,
33,775,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFDoDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
34,783,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFTeDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
35,798,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,som PFOA,=,4.0,ng/l,Lantis,Unrealistic date,,,,,
36,800,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,totaal PFAS,=,9.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
37,802,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFHpS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
38,810,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,som PFOS,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
39,915,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,8:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
40,949,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,6:2/8:2 diPAP,<,10.0,ng/l,Lantis,Unrealistic date,,,,,
41,951,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,som PFOA,=,3.0,ng/l,Lantis,Unrealistic date,,,,,
42,966,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,ADONA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
43,990,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,MePFOSAA,=,3.0,ng/l,Lantis,Unrealistic date,,,,,
44,1010,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFOA lineair,=,880.0,ng/l,Lantis,Unrealistic date,,,,,
45,1023,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFOA vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
46,1024,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFUnDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
47,1090,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFODA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
48,1118,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFPeA,=,21.0,ng/l,Lantis,Unrealistic date,,,,,
49,1121,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,EtPFOSA,<,4.0,ng/l,Lantis,Unrealistic date,,,,,
50,1123,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFTrDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
51,1163,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFNA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
52,1173,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFHxDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
53,1186,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFTrDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
54,1221,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,som PFOA,=,4100.0,ng/l,Lantis,Unrealistic date,,,,,
55,1227,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFTrDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
56,1288,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFHxDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
57,1289,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
58,1297,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFOS lineair,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
59,1317,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,4:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
60,1322,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFNS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
61,1348,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFDoDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
62,1356,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFPeS,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
63,1387,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFHpS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
64,1391,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFNS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
65,1401,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,4:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
66,1404,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
67,1425,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,6:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
68,1465,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFTrDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
69,1467,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFHxS,=,19.0,ng/l,Lantis,Unrealistic date,,,,,
70,1496,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,10:2 FTS,<,4.0,ng/l,Lantis,Unrealistic date,,,,,
71,1526,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFDoDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
72,1540,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFPeS,=,3.0,ng/l,Lantis,Unrealistic date,,,,,
73,1562,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFHpA,=,13.0,ng/l,Lantis,Unrealistic date,,,,,
74,1573,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFTeDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
75,1579,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFBS,=,16.0,ng/l,Lantis,Unrealistic date,,,,,
76,1583,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFBS,=,15.0,ng/l,Lantis,Unrealistic date,,,,,
77,1651,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,MePFOSAA,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
78,1659,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,som PFOS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
79,1696,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFHxA,=,24.0,ng/l,Lantis,Unrealistic date,,,,,
80,1723,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFOA vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
81,1782,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFOS lineair,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
82,1792,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,totaal PFAS,=,791.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
83,1800,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFBS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
84,1806,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFPeA,=,20.0,ng/l,Lantis,Unrealistic date,,,,,
85,1870,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,totaal PFAS,=,105.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
86,1893,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,8:2 diPAP,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
87,1894,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFPeA,=,4.0,ng/l,Lantis,Unrealistic date,,,,,
88,1902,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,MePFOSA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
89,1921,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,8:2 diPAP,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
90,1949,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFBA,=,65.0,ng/l,Lantis,Unrealistic date,,,,,
91,1950,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFNA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
92,1951,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,EtPFOSAA,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
93,1979,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,HPFO-DA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
94,1985,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
95,1991,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,10:2 FTS,<,4.0,ng/l,Lantis,Unrealistic date,,,,,
96,2018,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,6:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
97,2045,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFNA,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
98,2097,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFDoDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
99,2138,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFECHS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
100,2146,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFHxS,=,4.0,ng/l,Lantis,Unrealistic date,,,,,
101,2150,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
102,2185,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,4:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
103,2186,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
104,2198,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,6:2 diPAP,<,10.0,ng/l,Lantis,Unrealistic date,,,,,
105,2223,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFOA lineair,=,3.0,ng/l,Lantis,Unrealistic date,,,,,
106,2227,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,totaal PFAS,=,5861.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
107,2237,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,6:2/8:2 diPAP,<,10.0,ng/l,Lantis,Unrealistic date,,,,,
108,2249,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,ADONA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
109,2264,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,MePFOSA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
110,2281,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFOA lineair,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
111,2307,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFOSA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
112,2319,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFUnDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
113,2344,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,6:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
114,2352,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,HPFO-DA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
115,2372,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFECHS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
116,2395,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,ADONA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
117,2432,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFOS vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
118,2436,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFOS vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
119,2454,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFECHS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
120,2472,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFNS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
121,2528,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFHxDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
122,2535,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFOS lineair,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
123,2567,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFDoDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
124,2578,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFPeA,=,13.0,ng/l,Lantis,Unrealistic date,,,,,
125,2589,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFOS vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
126,2591,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,8:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
127,2602,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFHxS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
128,2613,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,10:2 FTS,<,4.0,ng/l,Lantis,Unrealistic date,,,,,
129,2634,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,4:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
130,2643,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFODA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
131,2721,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,10:2 FTS,<,4.0,ng/l,Lantis,Unrealistic date,,,,,
132,2733,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFECHS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
133,2748,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFOS vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
134,2792,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFOA vertakt,=,430.0,ng/l,Lantis,Unrealistic date,,,,,
135,2805,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,som PFAS kwantitatief,=,5861.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
136,2858,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFUnDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
137,2871,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
138,2902,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFBS,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
139,2904,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFOS vertakt,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
140,2913,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFBA,=,90.0,ng/l,Lantis,Unrealistic date,,,,,
141,2914,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFHxA,=,100.0,ng/l,Lantis,Unrealistic date,,,,,
142,2955,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,6:2 diPAP,<,10.0,ng/l,Lantis,Unrealistic date,,,,,
143,2962,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,MePFOSA,<,2.0,ng/l,Lantis,Unrealistic date,,,,,
144,2994,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,6:2 FTS,=,12.0,ng/l,Lantis,Unrealistic date,,,,,
145,2997,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFDoDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
146,3001,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFBA,<,5.0,ng/l,Lantis,Unrealistic date,,,,,
147,3045,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFTeDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
148,3058,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFNA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
149,3069,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,8:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
150,3074,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFPeS,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
151,3082,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFDoDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
152,3084,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFPeA,=,40.0,ng/l,Lantis,Unrealistic date,,,,,
153,3176,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFHpA,=,180.0,ng/l,Lantis,Unrealistic date,,,,,
154,3180,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFOSA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
155,3217,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFHpS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
156,3305,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,6:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
157,3321,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,som PFAS kwantitatief,=,9.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
158,3331,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFHxDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
159,3377,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,8:2 diPAP,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
160,3391,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFDoDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
161,3418,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,PFBA,=,830.0,ng/l,Lantis,Unrealistic date,,,,,
162,3425,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,som PFAS kwantitatief,=,436.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
163,3441,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFPeS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
164,3493,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFHpA,=,10.0,ng/l,Lantis,Unrealistic date,,,,,
165,3496,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,PFHpA,=,28.0,ng/l,Lantis,Unrealistic date,,,,,
166,3522,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFDoDS,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
167,3584,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,ADONA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
168,3617,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFNA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
169,3630,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFOA vertakt,=,63.0,ng/l,Lantis,Unrealistic date,,,,,
170,3671,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,PFDA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
171,3722,PB6-SHS,31/02/2022,154254.1905,213849.3676,10.0,15.0,8:2 diPAP,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
172,3734,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,som PFOS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
173,3741,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,MePFOSAA,=,2.0,ng/l,Lantis,Unrealistic date,,,,,
174,3747,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,som PFAS indicatief,=,0.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
175,3773,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,HPFO-DA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
176,3781,PB2-SHS,31/02/2022,154412.3745,213417.5682,10.0,15.0,PFPeA,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
177,3864,PB1-SHS,31/02/2022,154573.6313,213488.5105,10.0,15.0,PFBA,=,42.0,ng/l,Lantis,Unrealistic date,,,,,
178,3907,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,PFHpA,=,39.0,ng/l,Lantis,Unrealistic date,,,,,
179,3962,PB3-SHS,31/02/2022,154575.1009,213251.9026,10.0,15.0,8:2 diPAP,<,1.0,ng/l,Lantis,Unrealistic date,,,,,
180,4006,PB5-SHS,31/02/2022,154386.1886,213587.2418,10.0,15.0,som PFAS kwantitatief,=,1221.0,ng/l,Lantis,Unrealistic date,Sum parameter,,,,
181,4018,PB4-SHS,31/02/2022,154737.56,213281.8292,10.0,15.0,8:2 FTS,=,1.0,ng/l,Lantis,Unrealistic date,,,,,
