,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit,error_top,error_basis
451,34129,32615306,2022-03-30,147784.0,202727.0,1.0,1.5,EU DWRL-20,=,290.0,ng/l,OVAM,,Sum parameter,,,,
452,34146,32615323,2022-03-30,147784.0,202727.0,1.0,1.5,PFAS Som kwantitatief,=,320.0,ng/l,OVAM,,Sum parameter,,,,
453,34148,32615325,2022-03-30,147784.0,202727.0,1.0,1.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
454,34150,32615327,2022-03-30,147784.0,202727.0,1.0,1.5,EFSA-4,=,160.0,ng/l,OVAM,,Sum parameter,,,,
455,34740,32701076,2022-04-20,73157.0,172596.0,21.25,22.25,EU DWRL-20,=,62.0,ng/l,OVAM,,Sum parameter,,,,
456,34757,32701093,2022-04-19,73157.0,172596.0,21.25,22.25,EFSA-4,=,27.0,ng/l,OVAM,,Sum parameter,,,,
457,34798,32701262,2022-04-19,73149.0,172652.99,20.75,21.75,EU DWRL-20,=,86.0,ng/l,OVAM,,Sum parameter,,,,
458,34801,32701265,2022-04-19,73149.0,172652.99,20.75,21.75,EFSA-4,=,56.0,ng/l,OVAM,,Sum parameter,,,,
459,34835,32701427,2022-04-19,73256.0,172704.0,19.35,20.35,EU DWRL-20,=,38.0,ng/l,OVAM,,Sum parameter,,,,
460,34866,32701458,2022-04-19,73256.0,172704.0,19.35,20.35,EFSA-4,=,26.0,ng/l,OVAM,,Sum parameter,,,,
461,34899,32701621,2022-04-19,73205.0,172756.0,19.85,20.85,EU DWRL-20,=,480.0,ng/l,OVAM,,Sum parameter,,,,
462,34910,32701632,2022-04-19,73205.0,172756.0,19.85,20.85,EFSA-4,=,410.0,ng/l,OVAM,,Sum parameter,,,,
463,34916,32701937,2022-04-19,73270.0,172748.0,19.65,20.65,EFSA-4,=,5.0,ng/l,OVAM,,Sum parameter,,,,
464,34957,32701978,2022-04-19,73270.0,172748.0,19.65,20.65,EU DWRL-20,=,11.0,ng/l,OVAM,,Sum parameter,,,,
465,34972,32702208,2022-04-19,73245.0,172605.0,19.85,20.85,EFSA-4,=,32.0,ng/l,OVAM,,Sum parameter,,,,
466,34985,32702221,2022-04-19,73245.0,172605.0,19.85,20.85,EU DWRL-20,=,120.0,ng/l,OVAM,,Sum parameter,,,,
467,35048,32702371,2022-04-19,73216.0,172904.0,19.75,20.75,EFSA-4,=,3.0,ng/l,OVAM,,Sum parameter,,,,
468,35050,32702373,2022-04-19,73216.0,172904.0,19.75,20.75,EU DWRL-20,=,6.0,ng/l,OVAM,,Sum parameter,,,,
469,35371,32724137,2022-04-28,68461.84,225182.53,2.5,3.5,PFAS Som kwantitatief,=,21.0,ng/l,OVAM,,Sum parameter,,,,
470,35375,32724142,2022-04-28,68461.84,225182.53,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
471,35382,32724149,2022-04-28,68461.84,225182.53,2.5,3.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
472,35384,32724154,2022-04-28,68461.84,225182.53,2.5,3.5,EU DWRL-20,=,21.0,ng/l,OVAM,,Sum parameter,,,,
473,35403,32724349,2022-04-28,68476.9,225192.74,3.5,4.5,EFSA-4,=,10.0,ng/l,OVAM,,Sum parameter,,,,
474,35419,32724374,2022-04-28,68476.9,225192.74,3.5,4.5,EU DWRL-20,=,37.0,ng/l,OVAM,,Sum parameter,,,,
475,35426,32724389,2022-04-28,68476.9,225192.74,3.5,4.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
476,35429,32724394,2022-04-28,68476.9,225192.74,3.5,4.5,PFAS Som kwantitatief,=,38.0,ng/l,OVAM,,Sum parameter,,,,
477,35557,32732253,2022-03-18,191857.33,214867.64,3.5,4.5,PFAS Som kwantitatief,=,700.0,ng/l,OVAM,,Sum parameter,,,,
478,35569,32732265,2022-03-18,191857.33,214867.64,3.5,4.5,EFSA-4,=,100.0,ng/l,OVAM,,Sum parameter,,,,
479,35576,32732272,2022-03-18,191857.33,214867.64,3.5,4.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
480,35582,32732278,2022-03-18,191857.33,214867.64,3.5,4.5,EU DWRL-20,=,700.0,ng/l,OVAM,,Sum parameter,,,,
481,35600,32735599,2022-04-13,147656.0,202278.0,1.5,2.5,PFAS Som kwantitatief,=,1.3,µg/l,OVAM,,Sum parameter,,,,
482,35618,32735617,2022-04-13,147656.0,202278.0,1.5,2.5,EU DWRL-20,=,1.3,µg/l,OVAM,,Sum parameter,,,,
483,35630,32735629,2022-04-13,147656.0,202278.0,1.5,2.5,EFSA-4,=,0.45,µg/l,OVAM,,Sum parameter,,,,
484,35632,32735631,2022-04-13,147656.0,202278.0,1.5,2.5,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
485,35652,32735824,2022-04-13,147646.0,202291.0,2.0,3.0,PFAS Som kwantitatief,=,0.25,µg/l,OVAM,,Sum parameter,,,,
486,35670,32735842,2022-04-13,147646.0,202291.0,2.0,3.0,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
487,35674,32735846,2022-04-13,147646.0,202291.0,2.0,3.0,EFSA-4,=,0.17,µg/l,OVAM,,Sum parameter,,,,
488,35687,32735859,2022-04-13,147646.0,202291.0,2.0,3.0,EU DWRL-20,=,0.24,µg/l,OVAM,,Sum parameter,,,,
489,35697,32741141,2022-03-29,81765.0,192398.0,2.0,3.0,PFAS Som indicatief,<,1.0,ng/l,OVAM,,Sum parameter,,,,
490,35717,32741161,2022-03-29,81765.0,192398.0,2.0,3.0,EFSA-4,=,7.0,ng/l,OVAM,,Sum parameter,,,,
491,35744,32741272,2022-05-09,126629.0,180964.0,4.2,5.2,EFSA-4,=,13.0,ng/l,OVAM,,Sum parameter,,,,
492,35757,32741285,2022-05-09,126629.0,180964.0,4.2,5.2,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
493,35763,32741291,2022-05-09,126629.0,180964.0,4.2,5.2,PFAS Som kwantitatief,=,35.0,ng/l,OVAM,,Sum parameter,,,,
494,35764,32741292,2022-05-09,126629.0,180964.0,4.2,5.2,EU DWRL-20,=,31.0,ng/l,OVAM,,Sum parameter,,,,
495,35781,32741397,2022-05-06,126634.0,181042.0,0.0,0.0,EFSA-4,=,47.0,ng/l,OVAM,,Sum parameter,,,,
496,35782,32741398,2022-05-06,126634.0,181042.0,0.0,0.0,PFAS Som indicatief,<,13.0,ng/l,OVAM,,Sum parameter,,,,
497,35790,32741406,2022-05-06,126634.0,181042.0,0.0,0.0,EU DWRL-20,=,130.0,ng/l,OVAM,,Sum parameter,,,,
498,35798,32741414,2022-05-06,126634.0,181042.0,0.0,0.0,PFAS Som kwantitatief,=,380.0,ng/l,OVAM,,Sum parameter,,,,
499,35827,32741443,2022-05-09,126652.0,180976.0,0.0,0.0,EU DWRL-20,=,100.0,ng/l,OVAM,,Sum parameter,,,,
500,35835,32741451,2022-05-09,126652.0,180976.0,0.0,0.0,PFAS Som kwantitatief,=,110.0,ng/l,OVAM,,Sum parameter,,,,
501,35837,32741453,2022-05-09,126652.0,180976.0,0.0,0.0,EFSA-4,=,28.0,ng/l,OVAM,,Sum parameter,,,,
502,35850,32741466,2022-05-09,126652.0,180976.0,0.0,0.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
503,35887,32741547,2022-05-06,209672.0,168486.0,3.5,5.0,PFAS Som kwantitatief,<,31.0,ng/l,OVAM,,Sum parameter,,,,
504,35899,32741559,2022-05-06,209672.0,168486.0,3.5,5.0,EU DWRL-20,<,31.0,ng/l,OVAM,,Sum parameter,,,,
505,35903,32741563,2022-05-06,209672.0,168486.0,3.5,5.0,EFSA-4,=,5.0,ng/l,OVAM,,Sum parameter,,,,
506,35907,32741567,2022-05-06,209672.0,168486.0,3.5,5.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
507,35942,32741646,2022-05-06,209604.0,168446.01,3.1,4.6,EFSA-4,=,8.0,ng/l,OVAM,,Sum parameter,,,,
508,35951,32741655,2022-05-06,209604.0,168446.01,3.1,4.6,PFAS Som kwantitatief,<,35.0,ng/l,OVAM,,Sum parameter,,,,
509,35955,32741659,2022-05-06,209604.0,168446.01,3.1,4.6,EU DWRL-20,<,35.0,ng/l,OVAM,,Sum parameter,,,,
510,35959,32741663,2022-05-06,209604.0,168446.01,3.1,4.6,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
511,35965,32742104,2022-05-10,228593.0,163935.0,2.1,3.1,EU DWRL-20,=,2400.0,ng/l,OVAM,,Sum parameter,,,,
512,35979,32742118,2022-05-10,228593.0,163935.0,2.1,3.1,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
513,36002,32742141,2022-05-10,228593.0,163935.0,2.1,3.1,EFSA-4,=,110.0,ng/l,OVAM,,Sum parameter,,,,
514,36003,32742142,2022-05-10,228593.0,163935.0,2.1,3.1,PFAS Som kwantitatief,=,3500.0,ng/l,OVAM,,Sum parameter,,,,
515,36014,32743420,2022-03-23,59014.0,185748.0,2.0,3.0,PFAS Som indicatief,=,28.0,ng/l,OVAM,,Sum parameter,,,,
516,36049,32743455,2022-03-23,59014.0,185748.0,2.0,3.0,EFSA-4,=,8900.0,ng/l,OVAM,,Sum parameter,,,,
517,36134,32744618,2022-02-23,73116.25,172306.89,0.0,0.0,PFAS Som indicatief,=,0.063,µg/l,OVAM,,Sum parameter,,,,
518,36143,32744627,2022-02-23,73116.25,172306.89,0.0,0.0,EFSA-4,=,0.26,µg/l,OVAM,,Sum parameter,,,,
519,36147,32744631,2022-02-23,73116.25,172306.89,0.0,0.0,EU DWRL-20,=,0.3,µg/l,OVAM,,Sum parameter,,,,
520,36166,32744650,2022-02-23,73116.25,172306.89,0.0,0.0,PFAS Som kwantitatief,=,0.32,µg/l,OVAM,,Sum parameter,,,,
521,36359,32746832,2022-05-04,165935.0,211383.0,1.7,2.7,PFAS Som kwantitatief,=,21429.3,ng/l,OVAM,,Sum parameter,,,,
522,36360,32746833,2022-05-04,165935.0,211383.0,1.7,2.7,PFAS Som indicatief,=,0.0,ng/l,OVAM,,Sum parameter,,,,
523,36371,32746846,2022-05-04,165935.0,211383.0,1.7,2.7,EU DWRL-20,=,12029.3,ng/l,OVAM,,Sum parameter,,,,
524,36385,32747063,2022-05-04,139349.0,200202.0,1.0,2.0,EU DWRL-20,=,249.0,ng/l,OVAM,,Sum parameter,,,,
525,36397,32747075,2022-05-04,139349.0,200202.0,1.0,2.0,PFAS Som kwantitatief,=,311.0,ng/l,OVAM,,Sum parameter,,,,
526,36406,32747086,2022-05-04,139349.0,200202.0,1.0,2.0,PFAS Som indicatief,=,0.0,ng/l,OVAM,,Sum parameter,,,,
527,36518,32750615,2022-04-21,79914.0,168010.0,1.04,2.04,EU DWRL-20,=,900.0,ng/l,OVAM,,Sum parameter,,,,
528,36820,32768169,2022-03-29,142534.71,178615.29,2.5,3.5,PFAS Som kwantitatief,=,8.0,ng/l,OVAM,,Sum parameter,,,,
529,36828,32768181,2022-03-29,142534.71,178615.29,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
530,36840,32768203,2022-03-29,142534.71,178615.29,2.5,3.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
531,36843,32768209,2022-03-29,142534.71,178615.29,2.5,3.5,EU DWRL-20,=,8.0,ng/l,OVAM,,Sum parameter,,,,
532,36869,32768488,2022-03-29,142642.41,178687.87,3.5,4.5,EU DWRL-20,=,7.0,ng/l,OVAM,,Sum parameter,,,,
533,36872,32768491,2022-03-29,142642.41,178687.87,3.5,4.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
534,36874,32768495,2022-03-29,142642.41,178687.87,3.5,4.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
535,36884,32768514,2022-03-29,142642.41,178687.87,3.5,4.5,PFAS Som kwantitatief,=,8.0,ng/l,OVAM,,Sum parameter,,,,
536,36922,32768789,2022-03-29,142598.15,178651.82,4.0,5.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
537,36924,32768791,2022-03-29,142598.15,178651.82,4.0,5.0,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
538,36930,32768800,2022-03-29,142598.15,178651.82,4.0,5.0,PFAS Som kwantitatief,=,7.0,ng/l,OVAM,,Sum parameter,,,,
539,36933,32768805,2022-03-29,142598.15,178651.82,4.0,5.0,EU DWRL-20,=,7.0,ng/l,OVAM,,Sum parameter,,,,
540,37160,32772420,2022-03-24,235968.0,204927.0,0.0,0.0,EFSA-4,=,0.015,µg/l,OVAM,,Sum parameter,,,,
541,37167,32772427,2022-03-24,235968.0,204927.0,0.0,0.0,EU DWRL-20,=,0.025,µg/l,OVAM,,Sum parameter,,,,
542,37179,32772439,2022-03-24,235968.0,204927.0,0.0,0.0,PFAS Som kwantitatief,=,0.044,µg/l,OVAM,,Sum parameter,,,,
543,37183,32772563,2022-03-24,235950.0,204942.0,0.0,0.0,EU DWRL-20,=,0.034,µg/l,OVAM,,Sum parameter,,,,
544,37188,32772568,2022-03-24,235950.0,204942.0,0.0,0.0,EFSA-4,=,0.021,µg/l,OVAM,,Sum parameter,,,,
545,37227,32772607,2022-03-24,235950.0,204942.0,0.0,0.0,PFAS Som kwantitatief,=,0.034,µg/l,OVAM,,Sum parameter,,,,
546,37349,32774448,2022-05-03,158023.32,194424.78,2.1,3.1,PFAS Som kwantitatief,=,150.0,ng/l,OVAM,,Sum parameter,,,,
547,37358,32774465,2022-05-03,158023.32,194424.78,2.1,3.1,EU DWRL-20,=,42.0,ng/l,OVAM,,Sum parameter,,,,
548,37371,32774487,2022-05-03,158023.32,194424.78,2.1,3.1,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
549,37372,32774488,2022-05-03,158023.32,194424.78,2.1,3.1,EFSA-4,=,17.0,ng/l,OVAM,,Sum parameter,,,,
550,37388,32774601,2022-05-03,158003.7,194409.71,1.6,2.6,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
551,37411,32774644,2022-05-03,158003.7,194409.71,1.6,2.6,PFAS Som kwantitatief,=,200.0,ng/l,OVAM,,Sum parameter,,,,
552,37414,32774650,2022-05-03,158003.7,194409.71,1.6,2.6,EFSA-4,=,110.0,ng/l,OVAM,,Sum parameter,,,,
553,37423,32774662,2022-05-03,158003.7,194409.71,1.6,2.6,EU DWRL-20,=,150.0,ng/l,OVAM,,Sum parameter,,,,
554,37554,32777891,2022-05-03,144533.0,166485.0,2.0,3.0,EU DWRL-20,=,4.0,ng/l,OVAM,,Sum parameter,,,,
555,37587,32777955,2022-05-03,144533.0,166485.0,2.0,3.0,EFSA-4,=,2.0,ng/l,OVAM,,Sum parameter,,,,
556,37673,32778868,2022-04-14,188276.85,197408.98,2.3,3.3,EU DWRL-20,=,0.26,µg/l,OVAM,,Sum parameter,,,,
557,37697,32778893,2022-04-14,188276.85,197408.98,2.3,3.3,PFAS Som kwantitatief,=,0.26,µg/l,OVAM,,Sum parameter,,,,
558,37706,32778904,2022-04-14,188276.85,197408.98,2.3,3.3,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
559,37718,32778997,2022-04-14,188265.04,197418.08,2.3,3.3,EU DWRL-20,<,0.05,µg/l,OVAM,,Sum parameter,,,,
560,37724,32779003,2022-04-14,188265.04,197418.08,2.3,3.3,PFAS Som kwantitatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
561,37741,32779022,2022-04-14,188265.04,197418.08,2.3,3.3,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
562,37779,32779182,2022-03-03,154504.59,177912.52,3.5,4.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
563,37783,32779187,2022-03-11,154504.59,177912.52,3.5,4.5,EFSA-4,=,6.0,ng/l,OVAM,,Sum parameter,,,,
564,37788,32779193,2022-03-11,154504.59,177912.52,3.5,4.5,PFAS Som kwantitatief,=,26.0,ng/l,OVAM,,Sum parameter,,,,
565,38324,32798087,2022-04-27,114939.3,179573.6,3.0,4.0,PFAS Som kwantitatief,=,200.0,ng/l,OVAM,,Sum parameter,,,,
566,38331,32798094,2022-04-27,114939.3,179573.6,3.0,4.0,EU DWRL-20,=,180.0,ng/l,OVAM,,Sum parameter,,,,
567,38362,32798207,2022-04-27,114980.8,179561.9,4.0,5.0,EU DWRL-20,=,11.0,ng/l,OVAM,,Sum parameter,,,,
568,38367,32798212,2022-04-27,114980.8,179561.9,4.0,5.0,PFAS Som kwantitatief,=,21.0,ng/l,OVAM,,Sum parameter,,,,
569,38413,32798376,2022-04-07,102354.0,194616.0,3.0,4.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
570,38423,32798386,2022-04-07,102354.0,194616.0,3.0,4.0,EU DWRL-20,=,58.0,ng/l,OVAM,,Sum parameter,,,,
571,38432,32798395,2022-04-07,102354.0,194616.0,3.0,4.0,PFAS Som kwantitatief,=,73.0,ng/l,OVAM,,Sum parameter,,,,
572,38439,32799240,2022-04-07,102423.0,194589.0,2.0,3.0,EU DWRL-20,=,500.0,ng/l,OVAM,,Sum parameter,,,,
573,38466,32799267,2022-04-07,102423.0,194589.0,2.0,3.0,PFAS Som kwantitatief,=,520.0,ng/l,OVAM,,Sum parameter,,,,
574,38473,32799274,2022-04-07,102423.0,194589.0,2.0,3.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
575,38486,32799287,2022-04-07,102363.0,194562.0,4.15,5.15,PFAS Som kwantitatief,=,17.0,ng/l,OVAM,,Sum parameter,,,,
576,38505,32799306,2022-04-07,102363.0,194562.0,4.15,5.15,EU DWRL-20,=,7.0,ng/l,OVAM,,Sum parameter,,,,
577,38516,32799317,2022-04-07,102363.0,194562.0,4.15,5.15,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
578,38520,32799601,2022-03-30,158851.0,197667.0,3.1,4.1,PFAS Som indicatief,=,430.0,ng/l,OVAM,,Sum parameter,,,,
579,38550,32799631,2022-03-30,158851.0,197667.0,3.1,4.1,EFSA-4,=,4100.0,ng/l,OVAM,,Sum parameter,,,,
580,38555,32799636,2022-03-30,158851.0,197667.0,3.1,4.1,EU DWRL-20,=,11000.0,ng/l,OVAM,,Sum parameter,,,,
581,38562,32799643,2022-03-30,158851.0,197667.0,3.1,4.1,PFAS Som kwantitatief,=,11000.0,ng/l,OVAM,,Sum parameter,,,,
582,38565,32799910,2022-03-30,158839.0,197700.0,3.1,4.1,PFAS Som kwantitatief,=,3200.0,ng/l,OVAM,,Sum parameter,,,,
583,38568,32799913,2022-03-30,158839.0,197700.0,3.1,4.1,EU DWRL-20,=,3200.0,ng/l,OVAM,,Sum parameter,,,,
584,38588,32799933,2022-03-30,158839.0,197700.0,3.1,4.1,PFAS Som indicatief,=,20.0,ng/l,OVAM,,Sum parameter,,,,
585,38603,32799948,2022-03-30,158839.0,197700.0,3.1,4.1,EFSA-4,=,310.0,ng/l,OVAM,,Sum parameter,,,,
586,39266,32808907,2022-05-10,127140.61,196182.46,2.5,3.5,EFSA-4,=,0.14,µg/l,OVAM,,Sum parameter,,,,
587,39275,32808916,2022-05-10,127140.61,196182.46,2.5,3.5,EU DWRL-20,=,0.32,µg/l,OVAM,,Sum parameter,,,,
588,39302,32808943,2022-05-10,127052.23,196375.96,2.0,3.0,EFSA-4,=,0.29,µg/l,OVAM,,Sum parameter,,,,
589,39316,32808958,2022-05-10,127052.23,196375.96,2.0,3.0,EU DWRL-20,=,0.9,µg/l,OVAM,,Sum parameter,,,,
590,39355,32809038,2022-05-10,127088.25,196173.02,2.0,3.0,EU DWRL-20,=,0.31,µg/l,OVAM,,Sum parameter,,,,
591,39371,32809054,2022-05-10,127088.25,196173.02,2.0,3.0,EFSA-4,=,0.16,µg/l,OVAM,,Sum parameter,,,,
592,39395,32809198,2022-05-10,127045.97,196298.02,2.0,3.0,EU DWRL-20,=,0.8,µg/l,OVAM,,Sum parameter,,,,
593,39396,32809199,2022-05-10,127045.97,196298.02,2.0,3.0,EFSA-4,=,0.36,µg/l,OVAM,,Sum parameter,,,,
594,39437,32809282,2022-05-10,127113.02,196254.9,2.0,3.0,EU DWRL-20,=,2.5,µg/l,OVAM,,Sum parameter,,,,
595,39459,32809304,2022-05-10,127113.02,196254.9,2.0,3.0,EFSA-4,=,0.71,µg/l,OVAM,,Sum parameter,,,,
596,39489,32812680,2022-04-27,115227.4,179565.9,6.8,7.8,PFAS Som kwantitatief,=,190.0,ng/l,OVAM,,Sum parameter,,,,
597,39490,32812681,2022-04-27,115227.4,179565.9,6.8,7.8,EU DWRL-20,=,176.0,ng/l,OVAM,,Sum parameter,,,,
598,39504,32812695,2022-04-27,115227.4,179565.9,6.8,7.8,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
599,39524,32812756,2022-04-27,115225.1,179607.6,7.0,8.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
600,39533,32812765,2022-04-27,115225.1,179607.6,7.0,8.0,PFAS Som kwantitatief,=,24.0,ng/l,OVAM,,Sum parameter,,,,
601,39544,32812776,2022-04-27,115225.1,179607.6,7.0,8.0,EU DWRL-20,=,18.0,ng/l,OVAM,,Sum parameter,,,,
602,39554,32812868,2022-04-27,115184.2,179599.9,7.5,8.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
603,39566,32812880,2022-04-27,115184.2,179599.9,7.5,8.5,PFAS Som kwantitatief,=,55.0,ng/l,OVAM,,Sum parameter,,,,
604,39568,32812882,2022-04-27,115184.2,179599.9,7.5,8.5,EU DWRL-20,=,47.0,ng/l,OVAM,,Sum parameter,,,,
605,39604,32813000,2022-04-27,115184.5,179571.7,8.0,9.0,EU DWRL-20,=,16.0,ng/l,OVAM,,Sum parameter,,,,
606,39627,32813023,2022-04-27,115184.5,179571.7,8.0,9.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
607,39628,32813024,2022-04-27,115184.5,179571.7,8.0,9.0,PFAS Som kwantitatief,=,20.0,ng/l,OVAM,,Sum parameter,,,,
608,39893,32818574,2022-05-13,76565.78,163357.71,7.5,9.5,EFSA-4,=,2.0,ng/l,OVAM,,Sum parameter,,,,
609,39915,32818619,2022-05-13,76565.78,163357.71,7.5,9.5,EU DWRL-20,=,11.0,ng/l,OVAM,,Sum parameter,,,,
610,39951,32818685,2022-05-13,76761.09,163293.44,8.0,10.0,EU DWRL-20,=,23.0,ng/l,OVAM,,Sum parameter,,,,
611,39964,32818712,2022-05-13,76761.09,163293.44,8.0,10.0,EFSA-4,=,3.0,ng/l,OVAM,,Sum parameter,,,,
612,39986,32818857,2022-05-13,76617.23,163214.74,8.0,10.0,EU DWRL-20,=,61.0,ng/l,OVAM,,Sum parameter,,,,
613,39988,32818859,2022-05-13,76617.23,163214.74,8.0,10.0,EFSA-4,=,2.0,ng/l,OVAM,,Sum parameter,,,,
614,40052,32818999,2022-05-13,76624.33,163301.24,9.5,11.5,EFSA-4,=,10.0,ng/l,OVAM,,Sum parameter,,,,
615,40064,32819029,2022-05-13,76624.33,163301.24,9.5,11.5,EU DWRL-20,=,28.0,ng/l,OVAM,,Sum parameter,,,,
616,40094,32819191,2022-05-18,76706.17,163398.17,8.0,10.0,EU DWRL-20,=,140.0,ng/l,OVAM,,Sum parameter,,,,
617,40104,32819204,2022-05-18,76706.17,163398.17,8.0,10.0,EFSA-4,=,20.0,ng/l,OVAM,,Sum parameter,,,,
618,40124,32820062,2022-06-02,62703.88,185375.84,2.0,3.0,EU DWRL-20,=,130.0,ng/l,OVAM,,Sum parameter,,,,
619,40132,32820071,2022-06-02,62703.88,185375.84,2.0,3.0,EFSA-4,=,57.0,ng/l,OVAM,,Sum parameter,,,,
620,40168,32821454,2022-05-03,172617.0,186717.0,1.8,2.8,EFSA-4,=,64.0,ng/l,OVAM,,Sum parameter,,,,
621,40187,32821489,2022-05-03,172617.0,186717.0,1.8,2.8,EU DWRL-20,=,130.0,ng/l,OVAM,,Sum parameter,,,,
622,40216,32821806,2022-05-03,172591.0,186711.01,2.0,3.0,EFSA-4,=,25.0,ng/l,OVAM,,Sum parameter,,,,
623,40235,32821838,2022-05-03,172591.0,186711.01,2.0,3.0,EU DWRL-20,=,70.0,ng/l,OVAM,,Sum parameter,,,,
624,40264,32821895,2022-05-03,172676.0,186712.0,2.8,3.8,EFSA-4,=,410.0,ng/l,OVAM,,Sum parameter,,,,
625,40270,32821914,2022-05-03,172676.0,186712.0,2.8,3.8,EU DWRL-20,=,480.0,ng/l,OVAM,,Sum parameter,,,,
626,40369,32828535,2022-05-03,217619.32,180681.78,2.5,3.5,PFAS Som kwantitatief,=,70.0,ng/l,OVAM,,Sum parameter,,,,
627,40371,32828539,2022-05-03,217619.32,180681.78,2.5,3.5,EU DWRL-20,=,69.0,ng/l,OVAM,,Sum parameter,,,,
628,40397,32828586,2022-05-03,217619.32,180681.78,2.5,3.5,EFSA-4,=,44.0,ng/l,OVAM,,Sum parameter,,,,
629,40413,32828611,2022-05-03,217619.32,180681.78,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
630,40824,32836954,2022-05-25,141194.0,198335.0,8.6,9.6,PFAS Som kwantitatief,=,2.1,µg/l,OVAM,,Sum parameter,,,,
631,40827,32836957,2022-05-25,141194.0,198335.0,8.6,9.6,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
632,40832,32836962,2022-05-25,141194.0,198335.0,8.6,9.6,EFSA-4,=,0.032,µg/l,OVAM,,Sum parameter,,,,
633,40854,32836984,2022-05-25,141194.0,198335.0,8.6,9.6,EU DWRL-20,=,1.9,µg/l,OVAM,,Sum parameter,,,,
634,40872,32837262,2022-05-25,141211.0,198317.0,4.7,5.7,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
635,40904,32837294,2022-05-25,141211.0,198317.0,4.7,5.7,EFSA-4,=,0.015,µg/l,OVAM,,Sum parameter,,,,
636,40906,32837296,2022-05-25,141211.0,198317.0,4.7,5.7,PFAS Som kwantitatief,=,0.63,µg/l,OVAM,,Sum parameter,,,,
637,40909,32837299,2022-05-25,141211.0,198317.0,4.7,5.7,EU DWRL-20,=,0.63,µg/l,OVAM,,Sum parameter,,,,
638,41036,32843077,2022-05-31,81638.0,170095.0,2.2,3.2,EFSA-4,=,5300.0,ng/l,OVAM,,Sum parameter,,,,
639,41062,32843106,2022-05-31,81638.0,170095.0,2.2,3.2,EU DWRL-20,=,5700.0,ng/l,OVAM,,Sum parameter,,,,
640,41218,32843977,2022-06-01,181219.0,186405.0,3.0,4.0,PFAS Som kwantitatief,=,2030.0,ng/l,OVAM,,Sum parameter,,,,
641,41223,32843982,2022-06-01,181219.0,186405.0,3.0,4.0,EU DWRL-20,=,1989.0,ng/l,OVAM,,Sum parameter,,,,
642,41257,32844016,2022-06-01,181219.0,186405.0,3.0,4.0,PFAS Som indicatief,=,13.0,ng/l,OVAM,,Sum parameter,,,,
643,41266,32844025,2022-06-01,188953.0,191556.0,3.1,4.1,PFAS Som kwantitatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
