;projectdeel;peilbuis;filter_van_m;filter_tot_m;nummer;analysemonster;datum_bemonstering;gegevens;parameter;detectieconditie;waarde;eenheid;x_ml72;y_ml72
1585;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;PFDS;<;1;ng/l;153811,86;214569,22
1586;R1O2;R1Z007B;3,2;4,2;235;R1Z007B-1-1 R1Z007B;2022/01/20;RoTS/Sweco;PFHpA;=;12;ng/l;155920,68;212552,55
1587;STLO;PB59;3,1;4,1;167;IAC21-04579.005 - PB59;2021/06/01;TM COTU;som PFAS kwantitatief;=;3519;ng/l;149460,61;213668,84
1588;STRO;PFAS-Diep-PB7;18;20;199;PFAS-DIEP-PB7-1-1;2021/10/19;RoTS/Sweco;PFDoDS;<;1;ng/l;150789,3919;214624,6651
1589;R1O1;R1Z012A;2,5;3,5;237;R1Z012A-1-1 R1Z012A;2022/01/25;RoTS/Sweco;PFHxA;=;87;ng/l;154121,47;213989,44
1590;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;155836,9;212073,38
1591;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFUnDA;<;1;ng/l;154839,6525;213278,4133
1592;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;10:2 FTS;<;4;ng/l;154350,75;216494,2
1593;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;6:2 diPAP;<;10;ng/l;154116,06;215627,04
1594;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;MePFOSA;<;2;ng/l;154770,21;213612,57
1595;R1O2;R1Z007B;3,2;4,2;235;R1Z007B-1-1 R1Z007B;2022/01/20;RoTS/Sweco;PFOS lineair;=;11;ng/l;155920,68;212552,55
1596;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;EtPFOSA;<;2;ng/l;155261,5217;213280,4714
1597;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFOA lineair;=;340;ng/l;154978,68;213345,1
1598;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFTrDA;<;1;ng/l;154244,68;213832,79
1599;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFUnDA;<;1;ng/l;152428,3681;214534,5674
1600;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;PFOSA;<;1;ng/l;154047,4;216277,67
1601;OWK;PB236B;;;149;PB236B-1-1 PB236B;2021/12/02;RoTS/Sweco;PFTeDA;<;1;ng/l;151168,171;214556,146
1602;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;155673,75;212797,4
1603;OWK;PB1;4,2;6,2;112;PB1-2732;2021/09/07;aMT;PFUnDA;<;1;ng/l;152428,3681;214534,5674
1604;R1O1;PFC3B-PB11005;15;17;207;PFC3B-PB11005-1-1 PFC3B-PB11005;2022/03/10;RoTS/Sweco;PFOA lineair;=;28;ng/l;154396,3168;213901,6564
1605;R1O2;PFC3B-PB12001;3;5;210;PFC3B-PB12001-1-1 PFC3B-PB12001;2022/03/10;RoTS/Sweco;PFBA;=;89;ng/l;155690,2526;212602,5175
1606;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;PFBA;=;84;ng/l;155689,4461;212605,078
1607;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;PFHxA;=;77;ng/l;154323,59;213914,36
1608;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFBA;<;5;ng/l;150524,9401;214597,2915
1609;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;som PFOA;=;5;ng/l;149800,9086;214023,7081
1610;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;PFOSA;<;1;ng/l;154374,47;213884,06
1611;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;som PFOS;=;6;ng/l;154418,5201;213413,2929
1612;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;PFOS lineair;=;7;ng/l;149612,878;213745,3665
1613;R1O1;P406;4,1;6,1;88;LD_406;2021/09/23;RoTS/WiBo;PFOA vertakt;=;3;ng/l;154457,34;213702
1614;R1O1;P403;4,1;6,1;82;LD_403;2021/09/23;RoTS/WiBo;PFTeDA;<;1;ng/l;154770,21;213612,57
1615;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;MePFBSAA;<;10;ng/l;155178,1418;213420,0521
1616;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;PFNA;<;1;ng/l;155045,8863;213127,4099
1617;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;6:2 diPAP;<;10;ng/l;154684,5;213367,97
1618;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;som PFAS kwantitatief;=;152;ng/l;151895,13;214754,05
1619;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;MePFBSAA;<;10;ng/l;153997,3251;214244,5564
1620;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;6:2 FTS;<;25;ng/l;154374,47;213884,06
1621;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;PFUnDA;<;1;ng/l;151895,13;214754,05
1622;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFUnDA;<;1;ng/l;154116,06;215627,04
1623;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;PFDoDA;<;1;ng/l;154047,4;216277,67
1624;R1N;PB05D;;;109;PB05D-1-1;2021/10/11;RoTS/Sweco;8:2 FTS;<;1;ng/l;153964,34;215706,87
1625;R1N;R1N015B;7;8;223;R1N015B-1-1;2021/10/11;RoTS/Sweco;PFTrDA;<;1;ng/l;153811,85;214568,69
1626;R1O2;PFC3B-PB5;3,3;4,3;213;PFC3B-PB5-1-1 PFC3B-PB5;2022/02/24;RoTS/Sweco;PFODA;<;2;ng/l;155281,66;213350,2682
1627;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFTeDA;<;1;ng/l;152428,3681;214534,5674
1628;R1O2;R1Z005B;7,5;8,5;233;R1Z005B-1-1;2021/10/11;RoTS/Sweco;PFECHS;<;1;ng/l;155674,09;212796,6
1629;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFOS vertakt;=;24;ng/l;154978,68;213345,1
1630;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;153010,86;214522,41
1631;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;MePFOSA;<;4;ng/l;155499,6076;212896,4504
1632;STLO;P1004;4,5;5,5;73;P1004;2016/10/13;RoTS/WiBo;PFHpA;=;60;ng/l;149467;213849
1633;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;PFHxDA;<;1;ng/l;154820,77;213631,44
1634;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;6:2 diPAP;<;10;ng/l;154047,4;216277,67
1635;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;PFHxS;=;7;ng/l;154820,77;213631,44
1636;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;PFOS lineair;=;1;ng/l;152428,3681;214534,5674
1637;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;PFTeDA;<;1;ng/l;155836,9;212073,38
1638;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;PFBA;=;150;ng/l;153841;214519
1639;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;PFPeS;=;3;ng/l;154517,93;213854,71
1640;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;8:2 diPAP;<;1;ng/l;155178,18;212863,76
1641;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;MePFOSA;<;2;ng/l;151168,791;214859,352
1642;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;EtPFOSAA;<;1;ng/l;149518,0528;213609,5801
1643;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;HPFO-DA;<;1;ng/l;154047,4;216277,67
1644;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFTrDA;<;1;ng/l;152803,81;214595,2
1645;STLO;PFAS-Diep-PB5;21;23;195;PFAS-Diep-PB5-1-2 PFAS-Diep-PB5;2021/12/08;RoTS/Sweco;PFOA lineair;=;1;ng/l;149800,9086;214023,7081
1646;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;8:2 FTS;<;2;ng/l;154991,03;213268,3
1647;R1O1;P407;4,1;6,1;89;LD_407;2021/08/19;RoTS/WiBo;MePFOSAA;<;4;ng/l;154622,85;213522,79
1648;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFECHS;<;1;ng/l;150524,9401;214597,2915
1649;STLO;PB39;3;4;162;IAC21-04579.004 - PB39;2021/06/01;TM COTU;som PFOA;=;10;ng/l;149432,94;213858,08
1650;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;155178,65;212863,38
1651;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;MePFOSAA;=;1;ng/l;154254,1905;213849,3676
1652;R1O1;R1Z012A;2,5;3,5;237;R1Z012A-1-1 R1Z012A;2022/01/25;RoTS/Sweco;HPFO-DA;<;3;ng/l;154121,47;213989,44
1653;STLO;PB59;3,1;4,1;167;IAC21-04579.005 - PB59;2021/06/01;TM COTU;PFTrDA;<;10;ng/l;149460,61;213668,84
1654;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;PFOS vertakt;=;9;ng/l;154930,246;213400,2709
1655;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;PFOS lineair;=;1;ng/l;149518,0528;213609,5801
1656;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;PFOA lineair;=;1;ng/l;149716,7329;213884,3736
1657;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;PFOS lineair;=;1;ng/l;151168,171;214556,146
1658;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;154172,71;215098,1
1659;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;som PFOS;=;1;ng/l;154412,3745;213417,5682
1660;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;PFPeA;=;40;ng/l;153010,86;214522,41
1661;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;MePFOSAA;<;1;ng/l;154930,246;213400,2709
1662;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFODA;<;2;ng/l;154047,4;216277,67
1663;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;153811,86;214569,22
1664;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;154172,71;215098,1
1665;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFPeS;<;1;ng/l;149428,728;213484,8401
1666;R1O1;P402b;4,1;6,1;79;LD_402b;2021/08/19;RoTS/WiBo;MePFOSA;<;2;ng/l;154374,47;213884,06
1667;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;PFDS;<;1;ng/l;155499,6076;212896,4504
1668;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;PFUnDA;<;1;ng/l;154644,5735;213347,5611
1669;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFHxDA;<;1;ng/l;154572,4288;213467,2679
1670;R1O2;PFC3B-PB5;3,3;4,3;213;PFC3B-PB5-1-1 PFC3B-PB5;2022/02/24;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;155281,66;213350,2682
1671;R1O1;P402b;4,1;6,1;79;LD_402b;2021/08/19;RoTS/WiBo;10:2 FTS;<;4;ng/l;154374,47;213884,06
1672;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;HPFO-DA;<;1;ng/l;154115,39;215627,03
1673;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;6:2 diPAP;<;10;ng/l;154121,95;213989,38
1674;OWK;PB236B;;;149;PB236B-1-1 PB236B;2021/12/02;RoTS/Sweco;MePFOSAA;<;1;ng/l;151168,171;214556,146
1675;KZ;KZ016B;8;9;41;KZ016B-1-1 KZ016B;2022/01/25;RoTS/Sweco;PFOA lineair;=;660;ng/l;153773,16;214271,91
1676;R1O1;P403;4,1;6,1;82;LD_403;2021/09/23;RoTS/WiBo;4:2 FTS;<;10;ng/l;154770,21;213612,57
1677;STRO;PFAS-Diep-PB7;18;20;199;PFAS-DIEP-PB7-1-1;2021/10/19;RoTS/Sweco;PFODA;<;2;ng/l;150789,3919;214624,6651
1678;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;EtPFOSA;<;4;ng/l;152803,81;214595,2
1679;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFPeA;=;18;ng/l;154770,21;213612,57
1680;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;PFOSA;=;3;ng/l;155261,5217;213280,4714
1681;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;MePFOSAA;=;1;ng/l;154765,3491;213266,3315
1682;R1O2;PFC3B-PB6;6;8;214;PFC3B-PB6-1-1;2022/07/22;RoTS/Sweco;PFBA;=;26;ng/l;155282,9829;213348,2839
1683;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;som PFOA;=;1;ng/l;150524,9401;214597,2915
1684;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;PFTrDS;<;1;ng/l;149612,878;213745,3665
1685;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;som PFOA;=;25;ng/l;152214,829;214708,469
1686;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;PFOA lineair;=;650;ng/l;154991,03;213268,3
1687;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;PFTrDA;<;1;ng/l;155689,4461;212605,078
1688;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;PFHpA;=;3;ng/l;155178,65;212863,38
1689;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;PFDoDA;<;1;ng/l;153865;214461
1690;R1O1;PFC3B-PB11004;15;17;206;PFC3B-PB11004-1;2022/07/22;RoTS/Sweco;8:2 diPAP;<;1;ng/l;154930,246;213400,2709
1691;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;PFHxSA;<;10;ng/l;154684,5;213367,97
1692;STLO;PB39;3;4;162;IAC21-04579.004 - PB39;2021/06/01;TM COTU;PFBS;<;10;ng/l;149432,94;213858,08
1693;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;8:2 FTS;<;2;ng/l;154323,59;213914,36
1694;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFHpA;=;6;ng/l;152214,829;214708,469
1695;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;PFHxS;=;2;ng/l;154374,47;213884,06
1696;R1O1;PB1-SHS;10;15;139;PB1-SHS;31/02/2022;RoTS/WiBo;PFHxA;=;24;ng/l;154573,6313;213488,5105
1697;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;153964,28;215706,86
1698;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFOA lineair;=;360;ng/l;153010,61;214522,41
1699;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFHxS;=;22;ng/l;154978,68;213345,1
1700;R1O1;PBA1;;7,1;176;PBA1;2022/02/04;RoTS/WiBo;8:2 FTS;=;1;ng/l;154416,9169;213361,4556
1701;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;som PFAS kwantitatief;=;81;ng/l;149518,0528;213609,5801
1702;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;PFPeA;=;26;ng/l;154978,68;213345,1
1703;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;155261,5217;213280,4714
1704;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;10:2 FTS;<;4;ng/l;154374,47;213884,06
1705;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFHpS;<;1;ng/l;155836,9;212073,38
1706;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;PFBS;=;7;ng/l;155045,8863;213127,4099
1707;R1O1;P407;4,1;6,1;90;LD_407;2021/09/23;RoTS/WiBo;PFOS lineair;=;15;ng/l;154622,85;213522,79
1708;KZ;KZ016B;8;9;41;KZ016B-1-1 KZ016B;2022/01/25;RoTS/Sweco;PFPeS;=;2;ng/l;153773,16;214271,91
1709;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;PFBSA;<;2;ng/l;149518,0528;213609,5801
1710;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;6:2 FTS;<;25;ng/l;154847,13;213315,62
1711;R1N;PB05A;;;106;PB05A-1-1;2021/10/11;RoTS/Sweco;8:2 diPAP;<;1;ng/l;153964,42;215707,57
1712;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;PFDoDA;<;1;ng/l;155262,7123;213280,736
1713;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;PFBA;=;390;ng/l;151168,791;214859,352
1714;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;PFHxS;=;1;ng/l;149518,0528;213609,5801
1715;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;6:2 diPAP;<;10;ng/l;151168,171;214556,146
1716;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;EtPFOSAA;<;2;ng/l;155689,4461;212605,078
1717;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;PFDS;<;1;ng/l;154517,93;213854,71
1718;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;PFTeDA;<;1;ng/l;155499,6076;212896,4504
1719;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;8:2 diPAP;<;1;ng/l;154765,3491;213266,3315
1720;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFUnDA;<;1;ng/l;154047,4;216277,67
1721;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;som PFOS;=;1;ng/l;155311,25;213246,08
1722;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;PFHxS;=;1;ng/l;149800,9086;214023,7081
1723;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFOA vertakt;=;1;ng/l;154575,1009;213251,9026
1724;R1O2;PFC3B-PB6;6;8;214;PFC3B-PB6-1-1;2022/07/22;RoTS/Sweco;PFECHS;<;1;ng/l;155282,9829;213348,2839
1725;R1O1;P403;4,1;6,1;82;LD_403;2021/09/23;RoTS/WiBo;PFTrDA;<;1;ng/l;154770,21;213612,57
1726;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;PFNA;<;1;ng/l;152173,9682;214551,9792
1727;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;PFDoDS;<;1;ng/l;155499,6076;212896,4504
1728;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFBA;=;170;ng/l;154770,21;213612,57
1729;R1N;PB05C;;;108;PB05C-1-1;2021/10/11;RoTS/Sweco;6:2 diPAP;<;10;ng/l;153964,46;215707,51
1730;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;8:2 FTS;<;1;ng/l;155836,9;212073,38
1731;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFDoDA;<;1;ng/l;149716,7329;213884,3736
1732;STLO;PB3;5,15;6,15;159;IAC21-04579.002 - PB3;2021/06/01;TM COTU;PFPeA;<;10;ng/l;149443,1;213936,41
1733;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;som PFAS indicatief;=;14;ng/l;149612,878;213745,3665
1734;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFHpA;=;2;ng/l;154047,4;216277,67
1735;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFOA lineair;=;5;ng/l;154770,21;213612,57
1736;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFHxDA;<;1;ng/l;154172,71;215098,1
1737;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFODA;<;2;ng/l;155836,9;212073,38
1738;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;PFHxA;=;65;ng/l;151168,791;214859,352
1739;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFTeDA;<;1;ng/l;149716,7329;213884,3736
1740;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;PFNS;<;1;ng/l;149518,0528;213609,5801
1741;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;totaal PFAS;=;1;ng/l;149518,0528;213609,5801
1742;R1O1;P501;4;6;94;LD_501;2021/11/16;RoTS/WiBo;PFTrDA;<;1;ng/l;154937,74;213189,88
1743;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;154047,4;216277,67
1744;R1O1;P406;4,1;6,1;88;LD_406;2021/09/23;RoTS/WiBo;4:2 FTS;<;10;ng/l;154457,34;213702
1745;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;8:2 diPAP;<;1;ng/l;154351,21;216493,89
1746;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFTeDA;<;1;ng/l;154047,4;216277,67
1747;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFPeS;=;2;ng/l;154839,6525;213278,4133
1748;R1O1;P503;4;6;96;LD_503;2021/11/16;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154458,53;213623,51
1749;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;MePFOSA;<;2;ng/l;154172,71;215098,1
1750;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFOSA;=;2;ng/l;155836,9;212073,38
1751;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;ADONA;<;1;ng/l;154172,71;215098,1
1752;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;PFHxS;=;1;ng/l;153865;214461
1753;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFDS;<;1;ng/l;155311,25;213246,08
1754;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;EtPFOSAA;<;1;ng/l;152803,81;214595,2
1755;R1O1;P407;4,1;6,1;90;LD_407;2021/09/23;RoTS/WiBo;PFDA;<;1;ng/l;154622,85;213522,79
1756;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;som PFAS kwantitatief;=;211;ng/l;155689,4461;212605,078
1757;OWK;PB236B;;;149;PB236B-1-1 PB236B;2021/12/02;RoTS/Sweco;PFHxS;=;17;ng/l;151168,171;214556,146
1758;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFDoDA;<;1;ng/l;154172,71;215098,1
1759;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;EtPFOSAA;<;1;ng/l;152173,9682;214551,9792
1760;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFHxS;<;1;ng/l;154244,68;213832,79
1761;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFTrDA;<;1;ng/l;154978,68;213345,1
1762;R1O1;P402b;4,1;6,1;80;LD_402b;2021/09/23;RoTS/WiBo;PFOSA;<;1;ng/l;154374,47;213884,06
