,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit
0,1275,ATL-S13,,147641.0,213144.0,0.0,0.0,totaal PFAS,=,590.2,µg/kg ds,Lantis,No date,Sum parameter,,
1,1276,ATL-S13,,147641.0,213144.0,0.0,0.0,totaal PFAS kwantitatief,=,590.2,µg/kg ds,Lantis,No date,Sum parameter,,
2,1277,ATL-S13,,147641.0,213144.0,0.0,0.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
3,1278,ATL-S13,,147641.0,213144.0,0.0,0.0,som PFOA,=,106.0,µg/kg ds,Lantis,No date,,,
4,1279,ATL-S13,,147641.0,213144.0,0.0,0.0,som PFOS,=,458.0,µg/kg ds,Lantis,No date,,,
5,1280,ATL-S13,,147641.0,213144.0,0.0,0.0,PFTeDA,<,2.05,µg/kg ds,Lantis,No date,,,
6,1281,ATL-S13,,147641.0,213144.0,0.0,0.0,PFHxS,=,26.2,µg/kg ds,Lantis,No date,,,
7,1282,ATL-S13,,147641.0,213144.0,0.0,0.0,PFOSA,<,2.05,µg/kg ds,Lantis,No date,,,
8,2490,ATL-S15,,147514.0,213168.0,0.0,0.0,totaal PFAS,=,1127.7,µg/kg ds,Lantis,No date,Sum parameter,,
9,2491,ATL-S15,,147514.0,213168.0,0.0,0.0,totaal PFAS kwantitatief,=,1127.7,µg/kg ds,Lantis,No date,Sum parameter,,
10,2492,ATL-S15,,147514.0,213168.0,0.0,0.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
11,2493,ATL-S15,,147514.0,213168.0,0.0,0.0,som PFOA,=,80.4,µg/kg ds,Lantis,No date,,,
12,2494,ATL-S15,,147514.0,213168.0,0.0,0.0,som PFOS,=,1020.0,µg/kg ds,Lantis,No date,,,
13,2495,ATL-S15,,147514.0,213168.0,0.0,0.0,PFTeDA,<,2.15,µg/kg ds,Lantis,No date,,,
14,2496,ATL-S15,,147514.0,213168.0,0.0,0.0,PFHxS,=,27.3,µg/kg ds,Lantis,No date,,,
15,2497,ATL-S15,,147514.0,213168.0,0.0,0.0,PFOSA,<,2.15,µg/kg ds,Lantis,No date,,,
16,4249,S11bis,,152222.9888,214669.1366,0.2,1.2,totaal PFAS,=,79.95,µg/kg ds,Lantis,No date,Sum parameter,,
17,4250,S11bis,,152222.9888,214669.1366,0.2,1.2,totaal PFAS kwantitatief,=,79.95,µg/kg ds,Lantis,No date,Sum parameter,,
18,4251,S11bis,,152222.9888,214669.1366,0.2,1.2,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
19,4252,S11bis,,152222.9888,214669.1366,0.2,1.2,som PFOA,=,14.4,µg/kg ds,Lantis,No date,,,
20,4253,S11bis,,152222.9888,214669.1366,0.2,1.2,som PFOS,=,61.3,µg/kg ds,Lantis,No date,,,
21,4254,S11bis,,152222.9888,214669.1366,0.2,1.2,PFTeDA,<,2.04,µg/kg ds,Lantis,No date,,,
22,4255,S11bis,,152222.9888,214669.1366,0.2,1.2,PFHxS,=,4.25,µg/kg ds,Lantis,No date,,,
23,4256,S11bis,,152222.9888,214669.1366,0.2,1.2,PFOSA,<,2.04,µg/kg ds,Lantis,No date,,,
24,5957,ATL-S7,,148287.0,213155.0,0.0,0.5,totaal PFAS,=,308.64,µg/kg ds,Lantis,No date,Sum parameter,,
25,5958,ATL-S7,,148287.0,213155.0,0.0,0.5,totaal PFAS kwantitatief,=,308.64,µg/kg ds,Lantis,No date,Sum parameter,,
26,5959,ATL-S7,,148287.0,213155.0,0.0,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
27,5960,ATL-S7,,148287.0,213155.0,0.0,0.5,som PFOA,=,48.7,µg/kg ds,Lantis,No date,,,
28,5961,ATL-S7,,148287.0,213155.0,0.0,0.5,som PFOS,=,239.0,µg/kg ds,Lantis,No date,,,
29,5962,ATL-S7,,148287.0,213155.0,0.0,0.5,PFTeDA,<,2.18,µg/kg ds,Lantis,No date,,,
30,5963,ATL-S7,,148287.0,213155.0,0.0,0.5,PFHxS,=,16.6,µg/kg ds,Lantis,No date,,,
31,5964,ATL-S7,,148287.0,213155.0,0.0,0.5,PFOSA,=,4.34,µg/kg ds,Lantis,No date,,,
32,9212,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,totaal PFAS,=,7.1,µg/kg ds,Lantis,No date,Sum parameter,,
33,9213,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,totaal PFAS kwantitatief,=,7.1,µg/kg ds,Lantis,No date,Sum parameter,,
34,9214,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
35,9215,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,som PFOA,<,0.5,µg/kg ds,Lantis,No date,,,
36,9216,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,som PFOS,<,0.5,µg/kg ds,Lantis,No date,,,
37,9217,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
38,9218,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
39,9219,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
40,9220,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
41,9221,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
42,9222,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
43,9223,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
44,9224,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFDoDA,<,0.5,µg/kg ds,Lantis,No date,,,
45,9225,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFBS,=,7.1,µg/kg ds,Lantis,No date,,,
46,9226,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFHxS,<,0.5,µg/kg ds,Lantis,No date,,,
47,9227,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
48,9228,IAC20-01159.001 - B70502X: 20-50 SP7505583,,150621.99,213080.512,0.2,0.5,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
49,9229,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,totaal PFAS,=,6.2,µg/kg ds,Lantis,No date,Sum parameter,,
50,9230,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,totaal PFAS kwantitatief,=,6.2,µg/kg ds,Lantis,No date,Sum parameter,,
51,9231,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
52,9232,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,som PFOA,<,0.5,µg/kg ds,Lantis,No date,,,
53,9233,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,som PFOS,<,0.5,µg/kg ds,Lantis,No date,,,
54,9234,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
55,9235,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
56,9236,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
57,9237,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
58,9238,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
59,9239,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
60,9240,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
61,9241,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFDoDA,<,0.5,µg/kg ds,Lantis,No date,,,
62,9242,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFBS,=,6.2,µg/kg ds,Lantis,No date,,,
63,9243,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFHxS,<,0.5,µg/kg ds,Lantis,No date,,,
64,9244,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
65,9245,IAC20-01159.002 - B70506X: 15-50 SP7505690,,150823.01,213020.312,0.15,0.5,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
66,9637,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,totaal PFAS,=,76.3,µg/kg ds,Lantis,No date,Sum parameter,,
67,9638,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,totaal PFAS kwantitatief,=,76.3,µg/kg ds,Lantis,No date,Sum parameter,,
68,9639,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
69,9640,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,som PFOA,=,14.0,µg/kg ds,Lantis,No date,,,
70,9641,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,som PFOS,=,48.0,µg/kg ds,Lantis,No date,,,
71,9642,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
72,9643,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
73,9644,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
74,9645,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
75,9646,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
76,9647,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
77,9648,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
78,9649,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
79,9650,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFBS,=,2.3,µg/kg ds,Lantis,No date,,,
80,9651,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFHxS,=,12.0,µg/kg ds,Lantis,No date,,,
81,9652,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
82,9653,IAC17-03686.004 - MMS102-2 - S102 (120-150),,152222.9888,214669.1366,1.2,1.5,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
83,10113,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,totaal PFAS,=,605.6,µg/kg ds,Lantis,No date,Sum parameter,,
84,10114,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,totaal PFAS kwantitatief,=,603.1,µg/kg ds,Lantis,No date,Sum parameter,,
85,10115,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
86,10116,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,som PFOA,=,11.0,µg/kg ds,Lantis,No date,,,
87,10117,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,som PFOS,=,570.0,µg/kg ds,Lantis,No date,,,
88,10118,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
89,10119,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
90,10120,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFHxA,=,4.2,µg/kg ds,Lantis,No date,,,
91,10121,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
92,10122,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
93,10123,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
94,10124,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
95,10125,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
96,10126,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFBS,=,2.6,µg/kg ds,Lantis,No date,,,
97,10127,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFHxS,=,12.0,µg/kg ds,Lantis,No date,,,
98,10128,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFOSA,=,3.3,µg/kg ds,Lantis,No date,,,
99,10129,IAC17-03686.001 - MMS101-1 - S101 (0-120),,149376.0,213248.0,0.0,1.2,PFPA,=,2.5,µg/kg ds,Lantis,No date,,,
100,10130,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,totaal PFAS,=,3.3,µg/kg ds,Lantis,No date,Sum parameter,,
101,10131,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,totaal PFAS kwantitatief,=,3.3,µg/kg ds,Lantis,No date,Sum parameter,,
102,10132,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
103,10133,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,som PFOA,<,0.5,µg/kg ds,Lantis,No date,,,
104,10134,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,som PFOS,=,3.3,µg/kg ds,Lantis,No date,,,
105,10135,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
106,10136,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
107,10137,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
108,10138,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
109,10139,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
110,10140,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
111,10141,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
112,10142,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
113,10143,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFBS,<,0.5,µg/kg ds,Lantis,No date,,,
114,10144,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFHxS,<,0.5,µg/kg ds,Lantis,No date,,,
115,10145,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
116,10146,IAC17-03686.002 - MMS101-2 - S101 (120-150),,149376.0,213248.0,1.2,1.5,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
117,10147,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,totaal PFAS,=,190.8,µg/kg ds,Lantis,No date,Sum parameter,,
118,10148,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,totaal PFAS kwantitatief,=,189.5,µg/kg ds,Lantis,No date,Sum parameter,,
119,10149,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
120,10150,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,som PFOA,=,4.6,µg/kg ds,Lantis,No date,,,
121,10151,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,som PFOS,=,180.0,µg/kg ds,Lantis,No date,,,
122,10152,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
123,10153,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
124,10154,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
125,10155,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
126,10156,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
127,10157,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
128,10158,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
129,10159,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
130,10160,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFBS,<,0.5,µg/kg ds,Lantis,No date,,,
131,10161,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFHxS,=,3.3,µg/kg ds,Lantis,No date,,,
132,10162,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFOSA,=,1.6,µg/kg ds,Lantis,No date,,,
133,10163,IAC17-03686.003 - MMS102-1 - S102 (0-120),,152222.9888,214669.1366,0.0,1.2,PFPA,=,1.3,µg/kg ds,Lantis,No date,,,
134,10164,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,totaal PFAS,=,711.3,µg/kg ds,Lantis,No date,Sum parameter,,
135,10165,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,totaal PFAS kwantitatief,=,711.3,µg/kg ds,Lantis,No date,Sum parameter,,
136,10166,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
137,10167,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,som PFOA,=,7.8,µg/kg ds,Lantis,No date,,,
138,10168,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,som PFOS,=,690.0,µg/kg ds,Lantis,No date,,,
139,10169,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
140,10170,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
141,10171,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
142,10172,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
143,10173,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
144,10174,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
145,10175,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
146,10176,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
147,10177,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFBS,<,0.5,µg/kg ds,Lantis,No date,,,
148,10178,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFHxS,=,6.4,µg/kg ds,Lantis,No date,,,
149,10179,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFOSA,=,7.1,µg/kg ds,Lantis,No date,,,
150,10180,IAC17-03686.005 - MMS103-1 - S103 (0-130),,152222.9888,214669.1366,0.0,1.3,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
151,10181,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,totaal PFAS,=,466.4,µg/kg ds,Lantis,No date,Sum parameter,,
152,10182,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,totaal PFAS kwantitatief,=,455.4,µg/kg ds,Lantis,No date,Sum parameter,,
153,10183,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
154,10184,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,som PFOA,=,120.0,µg/kg ds,Lantis,No date,,,
155,10185,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,som PFOS,=,190.0,µg/kg ds,Lantis,No date,,,
156,10186,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFBA,=,11.0,µg/kg ds,Lantis,No date,,,
157,10187,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFPeA,=,5.5,µg/kg ds,Lantis,No date,,,
158,10188,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFHxA,=,29.0,µg/kg ds,Lantis,No date,,,
159,10189,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFHpA,=,12.0,µg/kg ds,Lantis,No date,,,
160,10190,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
161,10191,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
162,10192,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
163,10193,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
164,10194,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFBS,=,7.9,µg/kg ds,Lantis,No date,,,
165,10195,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFHxS,=,80.0,µg/kg ds,Lantis,No date,,,
166,10196,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
167,10197,IAC17-03686.006 - MMS103-2 - S103 (130-160),,152222.9888,214669.1366,1.3,1.6,PFPA,=,11.0,µg/kg ds,Lantis,No date,,,
168,10198,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,totaal PFAS,=,548.3,µg/kg ds,Lantis,No date,Sum parameter,,
169,10199,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,totaal PFAS kwantitatief,=,544.1,µg/kg ds,Lantis,No date,Sum parameter,,
