,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit
21511,97788,PFC3B-B4_6-1,2022-12-08,153902.8299,214283.9417,0.0,0.15,totaal PFAS,=,1.5,µg/kg ds,Lantis,,Sum parameter,,
21512,97789,PFC3B-B4_6-1,2022-12-08,153902.8299,214283.9417,0.0,0.15,totaal PFAS kwantitatief,=,1.5,µg/kg ds,Lantis,,Sum parameter,,
21513,97790,PFC3B-B4_6-1,2022-12-08,153902.8299,214283.9417,0.0,0.15,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21514,97831,PFC3B-B4_6-2,2022-12-08,153902.8299,214283.9417,0.15,0.5,totaal PFAS,=,0.5,µg/kg ds,Lantis,,Sum parameter,,
21515,97832,PFC3B-B4_6-2,2022-12-08,153902.8299,214283.9417,0.15,0.5,totaal PFAS kwantitatief,=,0.5,µg/kg ds,Lantis,,Sum parameter,,
21516,97833,PFC3B-B4_6-2,2022-12-08,153902.8299,214283.9417,0.15,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21517,97874,PFC3B-B4_6-5,2022-12-08,153902.8299,214283.9417,1.0,1.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21518,97875,PFC3B-B4_6-5,2022-12-08,153902.8299,214283.9417,1.0,1.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21519,97876,PFC3B-B4_6-5,2022-12-08,153902.8299,214283.9417,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21520,97917,PFC3B-B4_6-7,2022-12-08,153902.8299,214283.9417,2.0,2.4,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21521,97918,PFC3B-B4_6-7,2022-12-08,153902.8299,214283.9417,2.0,2.4,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21522,97919,PFC3B-B4_6-7,2022-12-08,153902.8299,214283.9417,2.0,2.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21523,97960,PFC3B-B4_6-8,2022-12-08,153902.8299,214283.9417,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21524,97961,PFC3B-B4_6-8,2022-12-08,153902.8299,214283.9417,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21525,97962,PFC3B-B4_6-8,2022-12-08,153902.8299,214283.9417,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21526,98003,PFC3B-B4_7A-1,2022-12-08,153903.0697,214245.5771,0.0,0.15,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21527,98004,PFC3B-B4_7A-1,2022-12-08,153903.0697,214245.5771,0.0,0.15,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21528,98005,PFC3B-B4_7A-1,2022-12-08,153903.0697,214245.5771,0.0,0.15,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21529,98046,PFC3B-B4_7A-5,2022-12-08,153903.0697,214245.5771,1.0,1.4,totaal PFAS,=,0.6,µg/kg ds,Lantis,,Sum parameter,,
21530,98047,PFC3B-B4_7A-5,2022-12-08,153903.0697,214245.5771,1.0,1.4,totaal PFAS kwantitatief,=,0.6,µg/kg ds,Lantis,,Sum parameter,,
21531,98048,PFC3B-B4_7A-5,2022-12-08,153903.0697,214245.5771,1.0,1.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21532,98089,PFC3B-B4_8-1,2022-12-08,153845.8225,214315.9522,0.0,0.15,totaal PFAS,=,1.7,µg/kg ds,Lantis,,Sum parameter,,
21533,98090,PFC3B-B4_8-1,2022-12-08,153845.8225,214315.9522,0.0,0.15,totaal PFAS kwantitatief,=,1.7,µg/kg ds,Lantis,,Sum parameter,,
21534,98091,PFC3B-B4_8-1,2022-12-08,153845.8225,214315.9522,0.0,0.15,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21535,98132,PFC3B-B4_8-2,2022-12-08,153845.8225,214315.9522,0.15,0.5,totaal PFAS,=,1.0,µg/kg ds,Lantis,,Sum parameter,,
21536,98133,PFC3B-B4_8-2,2022-12-08,153845.8225,214315.9522,0.15,0.5,totaal PFAS kwantitatief,=,1.0,µg/kg ds,Lantis,,Sum parameter,,
21537,98134,PFC3B-B4_8-2,2022-12-08,153845.8225,214315.9522,0.15,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21538,98175,PFC3B-B4_8-5,2022-12-08,153845.8225,214315.9522,1.0,1.5,totaal PFAS,=,0.5,µg/kg ds,Lantis,,Sum parameter,,
21539,98176,PFC3B-B4_8-5,2022-12-08,153845.8225,214315.9522,1.0,1.5,totaal PFAS kwantitatief,=,0.5,µg/kg ds,Lantis,,Sum parameter,,
21540,98177,PFC3B-B4_8-5,2022-12-08,153845.8225,214315.9522,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21541,98218,PFC3B-B4_8-7,2022-12-08,153845.8225,214315.9522,2.0,2.4,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21542,98219,PFC3B-B4_8-7,2022-12-08,153845.8225,214315.9522,2.0,2.4,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21543,98220,PFC3B-B4_8-7,2022-12-08,153845.8225,214315.9522,2.0,2.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21544,98261,PFC3B-B4_8-8,2022-12-08,153845.8225,214315.9522,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21545,98262,PFC3B-B4_8-8,2022-12-08,153845.8225,214315.9522,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21546,98263,PFC3B-B4_8-8,2022-12-08,153845.8225,214315.9522,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21547,98304,PFC3B-B4_9-1,2022-12-08,153782.461,214347.4831,0.0,0.15,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21548,98305,PFC3B-B4_9-1,2022-12-08,153782.461,214347.4831,0.0,0.15,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21549,98306,PFC3B-B4_9-1,2022-12-08,153782.461,214347.4831,0.0,0.15,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21550,98347,PFC3B-B4_9-2,2022-12-08,153782.461,214347.4831,0.15,0.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21551,98348,PFC3B-B4_9-2,2022-12-08,153782.461,214347.4831,0.15,0.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21552,98349,PFC3B-B4_9-2,2022-12-08,153782.461,214347.4831,0.15,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21553,98390,PFC3B-B4_9-5,2022-12-08,153782.461,214347.4831,1.0,1.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21554,98391,PFC3B-B4_9-5,2022-12-08,153782.461,214347.4831,1.0,1.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21555,98392,PFC3B-B4_9-5,2022-12-08,153782.461,214347.4831,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21556,98433,PFC3B-B4_9-7,2022-12-08,153782.461,214347.4831,2.0,2.4,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21557,98434,PFC3B-B4_9-7,2022-12-08,153782.461,214347.4831,2.0,2.4,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21558,98435,PFC3B-B4_9-7,2022-12-08,153782.461,214347.4831,2.0,2.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21559,98476,PFC3B-B4_9-8,2022-12-08,153782.461,214347.4831,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21560,98477,PFC3B-B4_9-8,2022-12-08,153782.461,214347.4831,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21561,98478,PFC3B-B4_9-8,2022-12-08,153782.461,214347.4831,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21562,98519,PFC3B-B4_10-1,2022-12-08,153723.2357,214384.6488,0.0,0.15,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21563,98520,PFC3B-B4_10-1,2022-12-08,153723.2357,214384.6488,0.0,0.15,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21564,98521,PFC3B-B4_10-1,2022-12-08,153723.2357,214384.6488,0.0,0.15,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21565,98562,PFC3B-B4_10-2,2022-12-08,153723.2357,214384.6488,0.15,0.5,totaal PFAS,=,1.4,µg/kg ds,Lantis,,Sum parameter,,
21566,98563,PFC3B-B4_10-2,2022-12-08,153723.2357,214384.6488,0.15,0.5,totaal PFAS kwantitatief,=,1.4,µg/kg ds,Lantis,,Sum parameter,,
21567,98564,PFC3B-B4_10-2,2022-12-08,153723.2357,214384.6488,0.15,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21568,98605,PFC3B-B4_10-5,2022-12-08,153723.2357,214384.6488,1.0,1.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21569,98606,PFC3B-B4_10-5,2022-12-08,153723.2357,214384.6488,1.0,1.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21570,98607,PFC3B-B4_10-5,2022-12-08,153723.2357,214384.6488,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21571,98648,PFC3B-B4_10-7,2022-12-08,153723.2357,214384.6488,2.0,2.4,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21572,98649,PFC3B-B4_10-7,2022-12-08,153723.2357,214384.6488,2.0,2.4,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21573,98650,PFC3B-B4_10-7,2022-12-08,153723.2357,214384.6488,2.0,2.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21574,98691,PFC3B-B4_10-8,2022-12-08,153723.2357,214384.6488,2.4,3.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21575,98692,PFC3B-B4_10-8,2022-12-08,153723.2357,214384.6488,2.4,3.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21576,98693,PFC3B-B4_10-8,2022-12-08,153723.2357,214384.6488,2.4,3.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21577,98734,PFC3B-B11006-14-9,2022-11-24,154018.253,214180.1285,3.0,3.6,totaal PFAS,=,16.0,µg/kg ds,Lantis,,Sum parameter,,
21578,98735,PFC3B-B11006-14-9,2022-11-24,154018.253,214180.1285,3.0,3.6,totaal PFAS kwantitatief,=,16.0,µg/kg ds,Lantis,,Sum parameter,,
21579,98736,PFC3B-B11006-14-9,2022-11-24,154018.253,214180.1285,3.0,3.6,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21580,98777,PFC3B-B11006-14-10,2022-11-24,154018.253,214180.1285,3.6,4.8,totaal PFAS,=,12.7,µg/kg ds,Lantis,,Sum parameter,,
21581,98778,PFC3B-B11006-14-10,2022-11-24,154018.253,214180.1285,3.6,4.8,totaal PFAS kwantitatief,=,12.7,µg/kg ds,Lantis,,Sum parameter,,
21582,98779,PFC3B-B11006-14-10,2022-11-24,154018.253,214180.1285,3.6,4.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21583,98820,PFC3B-B11006_15-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21584,98821,PFC3B-B11006_15-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21585,98822,PFC3B-B11006_15-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21586,98863,PFC3B-B11006_15-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21587,98864,PFC3B-B11006_15-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21588,98865,PFC3B-B11006_15-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21589,98906,PFC3B-B11006_15-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21590,98907,PFC3B-B11006_15-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21591,98908,PFC3B-B11006_15-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21592,98949,PFC3B-B11006_16-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS,=,0.8,µg/kg ds,Lantis,,Sum parameter,,
21593,98950,PFC3B-B11006_16-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS kwantitatief,=,0.8,µg/kg ds,Lantis,,Sum parameter,,
21594,98951,PFC3B-B11006_16-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21595,98992,PFC3B-B11006_16-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21596,98993,PFC3B-B11006_16-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21597,98994,PFC3B-B11006_16-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21598,99035,PFC3B-B11006_16-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21599,99036,PFC3B-B11006_16-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21600,99037,PFC3B-B11006_16-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21601,99078,PFC3B-B11006_17-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS,=,0.6,µg/kg ds,Lantis,,Sum parameter,,
21602,99079,PFC3B-B11006_17-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS kwantitatief,=,0.6,µg/kg ds,Lantis,,Sum parameter,,
21603,99080,PFC3B-B11006_17-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21604,99121,PFC3B-B11006_17-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS,=,2.0,µg/kg ds,Lantis,,Sum parameter,,
21605,99122,PFC3B-B11006_17-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS kwantitatief,=,2.0,µg/kg ds,Lantis,,Sum parameter,,
21606,99123,PFC3B-B11006_17-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21607,99164,PFC3B-B11006_17-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS,=,0.9,µg/kg ds,Lantis,,Sum parameter,,
21608,99165,PFC3B-B11006_17-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS kwantitatief,=,0.9,µg/kg ds,Lantis,,Sum parameter,,
21609,99166,PFC3B-B11006_17-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21610,99207,PFC3B-B11006_18-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS,=,1.8,µg/kg ds,Lantis,,Sum parameter,,
21611,99208,PFC3B-B11006_18-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS kwantitatief,=,1.8,µg/kg ds,Lantis,,Sum parameter,,
21612,99209,PFC3B-B11006_18-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21613,99250,PFC3B-B11006_18-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21614,99251,PFC3B-B11006_18-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21615,99252,PFC3B-B11006_18-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21616,99293,PFC3B-B11006_18-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21617,99294,PFC3B-B11006_18-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21618,99295,PFC3B-B11006_18-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21619,99336,PFC3B-B11006_19-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS,=,13.0,µg/kg ds,Lantis,,Sum parameter,,
21620,99337,PFC3B-B11006_19-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS kwantitatief,=,13.0,µg/kg ds,Lantis,,Sum parameter,,
21621,99338,PFC3B-B11006_19-5,2022-12-09,154080.4457,214195.1466,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21622,99379,PFC3B-B11006_19-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS,=,3.2,µg/kg ds,Lantis,,Sum parameter,,
21623,99380,PFC3B-B11006_19-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS kwantitatief,=,3.2,µg/kg ds,Lantis,,Sum parameter,,
21624,99381,PFC3B-B11006_19-6,2022-12-09,154080.4457,214195.1466,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21625,99422,PFC3B-B11006_19-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21626,99423,PFC3B-B11006_19-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21627,99424,PFC3B-B11006_19-8,2022-12-09,154080.4457,214195.1466,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21628,99465,PFC3B-B11006_20-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS,=,3.0,µg/kg ds,Lantis,,Sum parameter,,
21629,99466,PFC3B-B11006_20-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS kwantitatief,=,3.0,µg/kg ds,Lantis,,Sum parameter,,
21630,99467,PFC3B-B11006_20-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21631,99508,PFC3B-B11006_20-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS,=,1.3,µg/kg ds,Lantis,,Sum parameter,,
21632,99509,PFC3B-B11006_20-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS kwantitatief,=,1.3,µg/kg ds,Lantis,,Sum parameter,,
21633,99510,PFC3B-B11006_20-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21634,99551,PFC3B-B11006_20-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21635,99552,PFC3B-B11006_20-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21636,99553,PFC3B-B11006_20-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21637,99594,PFC3B-B11006_21-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21638,99595,PFC3B-B11006_21-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21639,99596,PFC3B-B11006_21-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21640,99637,PFC3B-B11006_21-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21641,99638,PFC3B-B11006_21-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21642,99639,PFC3B-B11006_21-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21643,99680,PFC3B-B11006_21-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21644,99681,PFC3B-B11006_21-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21645,99682,PFC3B-B11006_21-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21646,99723,PFC3B-B11006_22-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS,=,11.0,µg/kg ds,Lantis,,Sum parameter,,
21647,99724,PFC3B-B11006_22-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS kwantitatief,=,11.0,µg/kg ds,Lantis,,Sum parameter,,
21648,99725,PFC3B-B11006_22-5,2022-12-09,153992.9351,214229.4592,1.0,1.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21649,99766,PFC3B-B11006_22-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21650,99767,PFC3B-B11006_22-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21651,99768,PFC3B-B11006_22-6,2022-12-09,153992.9351,214229.4592,1.5,2.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21652,99809,PFC3B-B11006_22-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS,=,1.3,µg/kg ds,Lantis,,Sum parameter,,
21653,99810,PFC3B-B11006_22-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS kwantitatief,=,1.3,µg/kg ds,Lantis,,Sum parameter,,
21654,99811,PFC3B-B11006_22-8,2022-12-09,153992.9351,214229.4592,2.4,2.8,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21655,99852,PFC3B-B5410-2,2022-11-24,154301.9366,214727.1772,0.15,0.5,totaal PFAS,=,1.7,µg/kg ds,Lantis,,Sum parameter,,
21656,99853,PFC3B-B5410-2,2022-11-24,154301.9366,214727.1772,0.15,0.5,totaal PFAS kwantitatief,=,1.7,µg/kg ds,Lantis,,Sum parameter,,
21657,99854,PFC3B-B5410-2,2022-11-24,154301.9366,214727.1772,0.15,0.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21658,99895,PFC3B-B11006_16-9,2022-12-09,154080.4457,214195.1466,2.8,3.2,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21659,99896,PFC3B-B11006_16-9,2022-12-09,154080.4457,214195.1466,2.8,3.2,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21660,99897,PFC3B-B11006_16-9,2022-12-09,154080.4457,214195.1466,2.8,3.2,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21661,99938,PFC3B-B11006_16-10,2022-12-09,154080.4457,214195.1466,3.2,3.6,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21662,99939,PFC3B-B11006_16-10,2022-12-09,154080.4457,214195.1466,3.2,3.6,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21663,99940,PFC3B-B11006_16-10,2022-12-09,154080.4457,214195.1466,3.2,3.6,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21664,99981,PFC3B-B11006_16-11,2022-12-09,154080.4457,214195.1466,3.6,4.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21665,99982,PFC3B-B11006_16-11,2022-12-09,154080.4457,214195.1466,3.6,4.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21666,99983,PFC3B-B11006_16-11,2022-12-09,154080.4457,214195.1466,3.6,4.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21667,100024,PFC3B-B11006_17-9,2022-12-09,154080.4457,214195.1466,2.8,3.2,totaal PFAS,=,1.7,µg/kg ds,Lantis,,Sum parameter,,
21668,100025,PFC3B-B11006_17-9,2022-12-09,154080.4457,214195.1466,2.8,3.2,totaal PFAS kwantitatief,=,1.7,µg/kg ds,Lantis,,Sum parameter,,
21669,100026,PFC3B-B11006_17-9,2022-12-09,154080.4457,214195.1466,2.8,3.2,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,,Sum parameter,,
21670,100067,PFC3B-B11006_17-10,2022-12-09,154080.4457,214195.1466,3.2,3.6,totaal PFAS,=,1.1,µg/kg ds,Lantis,,Sum parameter,,
