,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_sum_parameter,error_detection_condition,error_unrealistic_unit,error_top,error_basis
0,9990,31817859,2021-07-13,148749.0,210535.0,2.0,3.0,PFAS Som kwantitatief,=,1312.0,ng/l,OVAM,Sum parameter,,,,
1,16412,32064763,2021-09-10,206596.0,193618.0,2.6,3.6,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
2,16509,32064862,2021-09-10,206612.0,193703.0,1.25,2.25,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
3,16546,32064939,2021-09-10,206565.0,193662.0,2.0,3.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
4,16566,32064959,2022-01-12,206565.0,193662.0,2.0,3.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
5,20663,32214493,2021-07-23,209488.0,194310.0,2.0,3.0,EU DWRL-20,=,580822.0,ng/l,OVAM,Sum parameter,,,,
6,20684,32214716,2021-07-23,209525.0,194275.0,2.0,3.0,EU DWRL-20,=,430129.0,ng/l,OVAM,Sum parameter,,,,
7,20736,32214849,2021-07-23,209514.0,194291.0,2.0,3.0,EU DWRL-20,=,275807.0,ng/l,OVAM,Sum parameter,,,,
8,21350,32271904,2022-07-22,137806.41,184685.55,3.8,4.8,PFAS Som indicatief,<,60.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
9,21357,32271911,2022-07-22,137806.41,184685.55,3.8,4.8,PFAS Som kwantitatief,=,96216.2,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
10,21378,32272090,2022-07-22,137806.41,184685.55,0.0,0.0,PFAS Som indicatief,<,60.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
11,21392,32272104,2022-07-22,137806.41,184685.55,0.0,0.0,PFAS Som kwantitatief,=,7591.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
12,21422,32272134,2022-07-22,137789.45,184712.52,4.6,5.6,PFAS Som indicatief,<,60.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
13,21427,32272139,2022-07-22,137789.45,184712.52,4.6,5.6,PFAS Som kwantitatief,=,127.2,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
14,21457,32272247,2022-07-22,137706.04,184724.63,4.54,5.54,PFAS Som kwantitatief,=,215.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
15,21485,32272275,2022-07-22,137706.04,184724.63,4.54,5.54,PFAS Som indicatief,<,60.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
16,21504,32272372,2022-07-22,137808.78,184734.8,3.18,4.18,PFAS Som kwantitatief,=,3634.3,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
17,21510,32272378,2022-07-22,137808.78,184734.8,3.18,4.18,PFAS Som indicatief,<,60.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
18,21560,32272506,2022-07-22,137798.53,184674.26,3.89,4.89,PFAS Som indicatief,<,60.0,µg/kg,OVAM,Sum parameter,,Unrealistic unit,,
19,22040,32286447,2022-02-10,158069.49,179108.01,3.0,4.0,EFSA-4,=,1.3,µg/l,OVAM,Sum parameter,,,,
20,22062,32286469,2022-02-10,158069.49,179108.01,3.0,4.0,PFAS Som kwantitatief,=,1.8,µg/l,OVAM,Sum parameter,,,,
21,22066,32286473,2022-02-10,158069.49,179108.01,3.0,4.0,PFAS Som indicatief,<,0.1,µg/l,OVAM,Sum parameter,,,,
22,22071,32286478,2022-02-10,158069.49,179108.01,3.0,4.0,EU DWRL-20,=,1.8,µg/l,OVAM,Sum parameter,,,,
23,22091,32286706,2022-02-10,157951.7,179050.47,2.5,3.5,PFAS Som indicatief,=,0.32,µg/l,OVAM,Sum parameter,,,,
24,22094,32286709,2022-02-10,157951.7,179050.47,2.5,3.5,EU DWRL-20,=,0.86,µg/l,OVAM,Sum parameter,,,,
25,22119,32286734,2022-02-10,157951.7,179050.47,2.5,3.5,EFSA-4,=,0.37,µg/l,OVAM,Sum parameter,,,,
26,22121,32286736,2022-02-10,157951.7,179050.47,2.5,3.5,PFAS Som kwantitatief,=,0.86,µg/l,OVAM,Sum parameter,,,,
27,22133,32286748,2022-02-10,158094.22,179022.88,3.0,4.0,EFSA-4,<,0.01,µg/l,OVAM,Sum parameter,,,,
28,22143,32286758,2022-02-10,158094.22,179022.88,3.0,4.0,PFAS Som kwantitatief,<,0.01,µg/l,OVAM,Sum parameter,,,,
29,22172,32286787,2022-02-10,158094.22,179022.88,3.0,4.0,PFAS Som indicatief,<,0.1,µg/l,OVAM,Sum parameter,,,,
30,22173,32286788,2022-02-10,158094.22,179022.88,3.0,4.0,EU DWRL-20,<,0.05,µg/l,OVAM,Sum parameter,,,,
31,22182,32286797,2022-02-10,157949.12,179128.23,3.0,4.0,EU DWRL-20,=,0.064,µg/l,OVAM,Sum parameter,,,,
32,22198,32286813,2022-02-10,157949.12,179128.23,3.0,4.0,PFAS Som indicatief,<,0.1,µg/l,OVAM,Sum parameter,,,,
33,22207,32286822,2022-02-10,157949.12,179128.23,3.0,4.0,EFSA-4,=,0.039,µg/l,OVAM,Sum parameter,,,,
34,22218,32286833,2022-02-10,157949.12,179128.23,3.0,4.0,PFAS Som kwantitatief,=,0.064,µg/l,OVAM,Sum parameter,,,,
35,22241,32286856,2022-02-10,158030.94,179151.6,2.7,3.7,PFAS Som indicatief,<,0.1,µg/l,OVAM,Sum parameter,,,,
36,22250,32286865,2022-02-10,158030.94,179151.6,2.7,3.7,EU DWRL-20,=,0.21,µg/l,OVAM,Sum parameter,,,,
37,22258,32286873,2022-02-10,158030.94,179151.6,2.7,3.7,EFSA-4,=,0.17,µg/l,OVAM,Sum parameter,,,,
38,22267,32286882,2022-02-10,158030.94,179151.6,2.7,3.7,PFAS Som kwantitatief,=,0.21,µg/l,OVAM,Sum parameter,,,,
39,22441,32290619,2022-01-21,77798.0,188058.0,3.2,4.2,PFAS Som indicatief,=,24.0,ng/l,OVAM,Sum parameter,,,,
40,22449,32290627,2022-01-21,77775.0,188082.0,3.3,4.3,PFAS Som kwantitatief,=,35.0,ng/l,OVAM,Sum parameter,,,,
41,22468,32290646,2022-01-21,77775.0,188082.0,3.3,4.3,PFAS Som indicatief,=,87.0,ng/l,OVAM,Sum parameter,,,,
42,24394,32362246,2022-03-04,112201.0,198648.0,1.8,2.8,EU DWRL-20,=,1.1,µg/l,OVAM,Sum parameter,,,,
43,24397,32362250,2022-03-04,112201.0,198648.0,1.8,2.8,PFAS Som kwantitatief,=,1.1,µg/l,OVAM,Sum parameter,,,,
44,24403,32362256,2022-03-04,112201.0,198648.0,1.8,2.8,EFSA-4,=,0.083,µg/l,OVAM,Sum parameter,,,,
45,24440,32362382,2022-03-04,112226.0,198609.0,2.0,3.0,PFAS Som kwantitatief,=,0.71,µg/l,OVAM,Sum parameter,,,,
46,24449,32362391,2022-03-04,112226.0,198609.0,2.0,3.0,EFSA-4,=,0.1,µg/l,OVAM,Sum parameter,,,,
47,24465,32362409,2022-03-04,112226.0,198609.0,2.0,3.0,EU DWRL-20,=,0.71,µg/l,OVAM,Sum parameter,,,,
48,24472,32362461,2022-03-04,112203.0,198605.0,2.12,3.12,PFAS Som kwantitatief,=,0.37,µg/l,OVAM,Sum parameter,,,,
49,24475,32362464,2022-03-04,112203.0,198605.0,2.12,3.12,EU DWRL-20,=,0.37,µg/l,OVAM,Sum parameter,,,,
50,24491,32362482,2022-03-04,112203.0,198605.0,2.12,3.12,EFSA-4,=,0.049,µg/l,OVAM,Sum parameter,,,,
51,25339,32423061,2022-03-10,144903.81,157409.43,2.0,3.0,PFAS Som kwantitatief,<,4.0,ng/l,OVAM,Sum parameter,,,,
52,25382,32423176,2022-03-10,144926.22,157460.81,1.7,2.7,PFAS Som kwantitatief,=,49.0,ng/l,OVAM,Sum parameter,,,,
53,25654,32430201,2022-03-11,69545.0,193077.0,2.2,3.2,PFAS Som kwantitatief,=,42.0,ng/l,OVAM,Sum parameter,,,,
54,25681,32430262,2022-03-11,69544.0,193086.0,2.2,3.2,PFAS Som kwantitatief,=,150.0,ng/l,OVAM,Sum parameter,,,,
55,25845,32437635,2022-03-11,73995.0,195084.0,2.0,3.0,PFAS Som kwantitatief,=,590.0,ng/l,OVAM,Sum parameter,,,,
56,25886,32437744,2022-03-11,73385.0,195100.0,2.0,3.0,PFAS Som kwantitatief,=,6000.0,ng/l,OVAM,Sum parameter,,,,
57,25894,32439501,2022-03-01,89428.75,164995.13,2.0,3.0,PFAS Som kwantitatief,=,0.16,µg/l,OVAM,Sum parameter,,,,
58,25905,32439512,2022-03-01,89428.75,164995.13,2.0,3.0,EFSA-4,=,0.13,µg/l,OVAM,Sum parameter,,,,
59,25924,32439531,2022-03-01,89428.75,164995.13,2.0,3.0,EU DWRL-20,=,0.16,µg/l,OVAM,Sum parameter,,,,
60,25927,32439534,2022-03-01,89428.75,164995.13,2.0,3.0,PFAS Som indicatief,<,0.1,µg/l,OVAM,Sum parameter,,,,
61,27045,32506948,2022-03-24,147040.6,222727.3,3.0,4.0,EFSA-4,=,440.0,ng/l,OVAM,Sum parameter,,,,
62,27047,32506950,2022-03-24,147040.6,222727.3,3.0,4.0,PFAS Som indicatief,=,43.0,ng/l,OVAM,Sum parameter,,,,
63,27055,32506958,2022-03-24,147040.6,222727.3,3.0,4.0,EU DWRL-20,=,780.0,ng/l,OVAM,Sum parameter,,,,
64,27128,32507138,2022-03-24,147078.62,222706.18,2.49,3.49,PFAS Som indicatief,=,23.0,ng/l,OVAM,Sum parameter,,,,
65,27151,32507161,2022-03-24,147078.62,222706.18,2.49,3.49,PFAS Som kwantitatief,=,900.0,ng/l,OVAM,Sum parameter,,,,
66,27159,32507169,2022-03-24,147078.62,222706.18,2.49,3.49,EFSA-4,=,220.0,ng/l,OVAM,Sum parameter,,,,
67,27216,32507561,2022-03-24,147088.48,222662.66,1.56,3.56,PFAS Som kwantitatief,=,700.0,ng/l,OVAM,Sum parameter,,,,
68,27248,32507593,2022-03-24,147088.48,222662.66,1.56,3.56,EFSA-4,=,290.0,ng/l,OVAM,Sum parameter,,,,
69,27256,32507601,2022-03-24,146885.16,222460.73,3.0,4.0,EU DWRL-20,=,470.0,ng/l,OVAM,Sum parameter,,,,
70,27289,32507634,2022-03-24,146885.16,222460.73,3.0,4.0,EFSA-4,=,65.0,ng/l,OVAM,Sum parameter,,,,
71,27563,32508897,2022-01-19,82124.0,193015.0,1.6,2.6,PFAS Som kwantitatief,=,14.0,ng/l,OVAM,Sum parameter,,,,
72,27595,32508963,2022-01-19,82153.0,193022.0,1.6,2.6,PFAS Som kwantitatief,=,12.0,ng/l,OVAM,Sum parameter,,,,
73,28253,32517718,2022-02-01,112881.0,204958.0,2.0,3.0,EFSA-4,=,0.045,µg/l,OVAM,Sum parameter,,,,
74,28259,32517728,2022-02-01,112881.0,204958.0,2.0,3.0,EU DWRL-20,=,0.42,µg/l,OVAM,Sum parameter,,,,
75,28265,32517741,2022-02-01,112881.0,204958.0,2.0,3.0,PFAS Som kwantitatief,=,0.42,µg/l,OVAM,Sum parameter,,,,
76,28599,32521858,2022-03-10,173563.59,175209.45,5.0,6.0,PFAS Som kwantitatief,=,30.0,ng/l,OVAM,Sum parameter,,,,
77,28621,32523868,2021-08-12,189335.11,202477.95,2.0,3.0,PFAS Som kwantitatief,=,0.0,ng/l,OVAM,Sum parameter,,,,
78,28655,32524108,2021-08-12,189353.56,202489.61,1.93,2.93,PFAS Som kwantitatief,=,50.0,ng/l,OVAM,Sum parameter,,,,
79,28678,32524203,2021-11-04,189353.56,202489.61,1.93,2.93,PFAS Som kwantitatief,=,141.0,ng/l,OVAM,Sum parameter,,,,
80,28720,32524281,2021-08-12,189346.26,202478.11,2.0,3.0,PFAS Som kwantitatief,=,15.0,ng/l,OVAM,Sum parameter,,,,
81,28785,32532035,2022-03-03,155341.38,179616.91,0.0,0.0,EFSA-4,=,36.0,ng/l,OVAM,Sum parameter,,,,
82,28846,32532096,2022-03-03,155316.46,179625.06,0.0,0.0,EFSA-4,=,52.0,ng/l,OVAM,Sum parameter,,,,
83,28862,32532112,2022-03-03,155283.29,179686.54,2.9,3.9,EFSA-4,=,300.0,ng/l,OVAM,Sum parameter,,,,
84,28947,32532281,2022-03-03,155382.49,179691.43,3.5,4.5,EFSA-4,=,73.0,ng/l,OVAM,Sum parameter,,,,
85,29152,32534076,2022-04-05,72754.0,168403.0,2.5,3.5,EU DWRL-20,=,33000.0,ng/l,OVAM,Sum parameter,,,,
86,29168,32534092,2022-04-05,72754.0,168403.0,2.5,3.5,PFAS Som kwantitatief,=,33000.0,ng/l,OVAM,Sum parameter,,,,
87,29268,32535031,2022-03-03,208886.0,168916.0,12.0,15.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
88,29276,32535039,2022-03-11,208886.0,168916.0,12.0,15.0,PFAS Som kwantitatief,<,4.0,ng/l,OVAM,Sum parameter,,,,
89,29297,32535061,2022-03-11,208886.0,168916.0,12.0,15.0,EFSA-4,<,1.0,ng/l,OVAM,Sum parameter,,,,
90,29446,32535319,2022-03-08,209098.0,168840.0,4.0,11.0,EFSA-4,=,9.0,ng/l,OVAM,Sum parameter,,,,
91,29494,32535409,2022-03-08,208795.0,168786.0,13.0,15.0,EFSA-4,=,6.0,ng/l,OVAM,Sum parameter,,,,
92,29709,32535765,2022-03-11,208536.0,168827.0,2.0,6.0,PFAS Som kwantitatief,=,91.0,ng/l,OVAM,Sum parameter,,,,
93,29711,32535767,2022-03-03,208536.0,168827.0,2.0,6.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
94,29726,32535782,2022-03-11,208536.0,168827.0,2.0,6.0,EFSA-4,=,49.0,ng/l,OVAM,Sum parameter,,,,
95,29812,32536048,2022-03-11,208976.0,168789.0,2.0,6.0,PFAS Som kwantitatief,=,230.0,ng/l,OVAM,Sum parameter,,,,
96,29816,32536052,2022-03-11,208976.0,168789.0,2.0,6.0,EFSA-4,=,200.0,ng/l,OVAM,Sum parameter,,,,
97,29834,32536071,2022-03-11,208976.0,168789.0,2.0,6.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
98,30009,32536383,2022-03-11,208839.42,168724.85,0.0,4.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
99,30041,32536418,2022-03-11,208839.42,168724.85,0.0,4.0,EFSA-4,=,750.0,ng/l,OVAM,Sum parameter,,,,
100,30050,32536427,2022-03-11,208839.42,168724.85,0.0,4.0,PFAS Som kwantitatief,=,860.0,ng/l,OVAM,Sum parameter,,,,
101,30079,32536502,2022-03-03,208886.0,168916.0,6.0,8.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
102,30086,32536509,2022-03-11,208886.0,168916.0,6.0,8.0,EFSA-4,=,2.0,ng/l,OVAM,Sum parameter,,,,
103,30090,32536513,2022-03-11,208886.0,168916.0,6.0,8.0,PFAS Som kwantitatief,=,6.0,ng/l,OVAM,Sum parameter,,,,
104,30300,32536778,2022-03-03,208692.0,168817.0,2.0,6.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
105,30302,32536780,2022-03-11,208692.0,168817.0,2.0,6.0,EFSA-4,=,2.0,ng/l,OVAM,Sum parameter,,,,
106,30326,32536805,2022-03-11,208692.0,168817.0,2.0,6.0,PFAS Som kwantitatief,=,5.0,ng/l,OVAM,Sum parameter,,,,
107,30524,32537188,2022-03-11,208667.05,168491.22,4.5,15.0,PFAS Som kwantitatief,=,85.0,ng/l,OVAM,Sum parameter,,,,
108,30534,32537198,2022-03-11,208667.05,168491.22,4.5,15.0,EFSA-4,=,4.0,ng/l,OVAM,Sum parameter,,,,
109,30555,32537221,2022-03-11,208667.05,168491.22,4.5,15.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
110,30581,32537418,2022-03-03,208692.0,168817.0,0.0,0.15,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
111,30603,32537441,2022-03-11,208692.0,168817.0,0.0,0.15,EFSA-4,<,1.0,ng/l,OVAM,Sum parameter,,,,
112,30604,32537442,2022-03-11,208692.0,168817.0,0.0,0.15,PFAS Som kwantitatief,<,4.0,ng/l,OVAM,Sum parameter,,,,
113,30624,32537508,2022-03-11,208976.0,168789.0,13.0,15.0,EFSA-4,=,41.0,ng/l,OVAM,Sum parameter,,,,
114,30633,32537517,2022-03-11,208976.0,168789.0,13.0,15.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
115,30651,32537536,2022-03-11,208976.0,168789.0,13.0,15.0,PFAS Som kwantitatief,=,130.0,ng/l,OVAM,Sum parameter,,,,
116,30854,32537797,2022-03-11,208839.42,168724.85,12.0,14.0,EFSA-4,=,140.0,ng/l,OVAM,Sum parameter,,,,
117,30861,32537804,2022-03-11,208839.42,168724.85,12.0,14.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
118,30869,32537813,2022-03-11,208839.42,168724.85,12.0,14.0,PFAS Som kwantitatief,=,260.0,ng/l,OVAM,Sum parameter,,,,
119,30965,32537916,2022-03-08,208795.0,168786.0,2.0,6.0,EFSA-4,=,110.0,ng/l,OVAM,Sum parameter,,,,
120,31018,32537974,2022-03-08,209098.0,168840.0,2.0,4.0,EFSA-4,=,21.0,ng/l,OVAM,Sum parameter,,,,
121,31255,32539878,2022-03-30,155860.0,203263.0,3.2,4.2,EFSA-4,=,32.0,ng/l,OVAM,Sum parameter,,,,
122,31259,32540050,2022-03-30,156364.0,214055.0,1.89,3.39,EFSA-4,=,260.0,ng/l,OVAM,Sum parameter,,,,
123,31328,32540119,2022-03-30,156322.0,214237.0,3.5,4.5,EFSA-4,=,19.0,ng/l,OVAM,Sum parameter,,,,
124,31379,32540338,2022-03-30,156333.0,214082.0,4.5,5.5,EFSA-4,=,210.0,ng/l,OVAM,Sum parameter,,,,
125,31407,32540366,2022-03-30,156386.0,214080.0,1.76,3.26,EFSA-4,=,130.0,ng/l,OVAM,Sum parameter,,,,
126,31458,32541976,2022-03-18,82594.46,177069.06,5.0,6.0,PFAS Som indicatief,=,6.0,ng/l,OVAM,Sum parameter,,,,
127,31472,32541996,2022-03-18,82594.46,177069.06,5.0,6.0,EFSA-4,=,25.0,ng/l,OVAM,Sum parameter,,,,
128,32006,32564382,2022-04-06,143748.1,162432.22,1.2,3.2,EFSA-4,=,21.0,ng/l,OVAM,Sum parameter,,,,
129,32039,32564600,2022-03-16,143760.0,162360.0,1.6,2.6,EFSA-4,=,54.0,ng/l,OVAM,Sum parameter,,,,
130,32153,32564865,2022-03-16,143872.09,162380.25,0.4,2.4,EFSA-4,=,8200.0,ng/l,OVAM,Sum parameter,,,,
131,32240,32565068,2022-03-16,143862.45,162393.71,1.0,3.0,EFSA-4,=,3100.0,ng/l,OVAM,Sum parameter,,,,
132,32274,32565124,2022-03-16,143888.28,162365.3,1.4,2.4,EFSA-4,=,570.0,ng/l,OVAM,Sum parameter,,,,
133,32633,32577454,2022-02-23,127935.0,195393.0,1.5,2.5,EU DWRL-20,=,628.0,ng/l,OVAM,Sum parameter,,,,
134,32652,32577494,2022-02-23,127935.0,195393.0,1.5,2.5,PFAS Som kwantitatief,=,640.0,ng/l,OVAM,Sum parameter,,,,
135,32683,32577673,2022-02-23,127947.0,195404.0,1.53,2.53,EU DWRL-20,=,737.0,ng/l,OVAM,Sum parameter,,,,
136,32700,32577708,2022-02-23,127947.0,195404.0,1.53,2.53,PFAS Som kwantitatief,=,740.0,ng/l,OVAM,Sum parameter,,,,
137,32705,32586698,2021-07-26,173156.0,195012.0,2.0,3.0,EU DWRL-20,=,0.287,µg/l,OVAM,Sum parameter,,,,
138,32706,32586734,2021-07-26,173144.0,195046.0,2.0,3.0,EU DWRL-20,=,0.11,µg/l,OVAM,Sum parameter,,,,
139,32707,32586873,2021-09-28,173148.0,195002.0,2.0,3.0,EU DWRL-20,=,0.129,µg/l,OVAM,Sum parameter,,,,
140,32957,32588236,2022-03-29,74302.61,170538.11,2.9,3.9,PFAS Som kwantitatief,=,400.0,ng/l,OVAM,Sum parameter,,,,
141,32966,32588245,2022-03-29,74302.61,170538.11,2.9,3.9,EFSA-4,=,43.0,ng/l,OVAM,Sum parameter,,,,
142,32971,32588250,2022-03-29,74302.61,170538.11,2.9,3.9,EU DWRL-20,=,400.0,ng/l,OVAM,Sum parameter,,,,
143,32986,32588265,2022-03-29,74302.61,170538.11,2.9,3.9,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
144,32992,32588356,2022-03-03,78436.33,171859.72,3.4,4.4,PFAS Som indicatief,=,330.0,ng/l,OVAM,Sum parameter,,,,
145,33020,32588384,2022-03-03,78436.33,171859.72,3.4,4.4,EU DWRL-20,=,8200.0,ng/l,OVAM,Sum parameter,,,,
146,33023,32588387,2022-03-16,78436.33,171859.72,3.4,4.4,PFAS Som kwantitatief,=,8500.0,ng/l,OVAM,Sum parameter,,,,
147,33024,32588388,2022-03-16,78436.33,171859.72,3.4,4.4,EFSA-4,=,5200.0,ng/l,OVAM,Sum parameter,,,,
148,33062,32588598,2022-03-16,78430.22,171896.92,3.3,4.3,EFSA-4,=,1600.0,ng/l,OVAM,Sum parameter,,,,
149,33073,32588609,2022-03-03,78430.22,171896.92,3.3,4.3,EU DWRL-20,=,1900.0,ng/l,OVAM,Sum parameter,,,,
150,33074,32588610,2022-03-16,78430.22,171896.92,3.3,4.3,PFAS Som kwantitatief,=,2000.0,ng/l,OVAM,Sum parameter,,,,
151,33079,32588615,2022-03-03,78430.22,171896.92,3.3,4.3,PFAS Som indicatief,=,93.0,ng/l,OVAM,Sum parameter,,,,
152,33198,32596060,2022-04-05,52439.69,213149.81,3.5,4.5,EFSA-4,=,72.0,ng/l,OVAM,Sum parameter,,,,
153,33241,32596139,2022-04-05,52331.39,213129.21,4.0,5.0,EFSA-4,=,24.0,ng/l,OVAM,Sum parameter,,,,
154,33250,32596184,2022-04-05,52568.66,213175.54,4.0,5.0,EFSA-4,=,110.0,ng/l,OVAM,Sum parameter,,,,
155,33328,32596298,2022-04-05,52274.06,212974.76,1.5,3.5,EFSA-4,=,52.0,ng/l,OVAM,Sum parameter,,,,
156,33367,32596409,2022-04-05,52333.24,213029.16,3.0,4.0,EFSA-4,=,2.0,ng/l,OVAM,Sum parameter,,,,
157,33379,32597813,2022-01-21,170304.0,201528.0,3.0,4.0,PFAS Som kwantitatief,<,0.02,µg/l,OVAM,Sum parameter,,,,
158,33380,32597814,2022-01-21,170304.0,201528.0,3.0,4.0,PFAS Som indicatief,<,0.02,µg/l,OVAM,Sum parameter,,,,
159,33381,32597942,2022-01-21,170373.0,201541.0,3.0,4.0,PFAS Som kwantitatief,<,0.02,µg/l,OVAM,Sum parameter,,,,
160,33382,32597943,2022-01-21,170373.0,201541.0,3.0,4.0,PFAS Som indicatief,<,0.02,µg/l,OVAM,Sum parameter,,,,
161,33407,32598486,2022-03-23,112380.0,174250.0,3.09,4.09,EFSA-4,=,8.0,ng/l,OVAM,Sum parameter,,,,
162,33442,32603649,2022-03-30,157567.0,230278.0,3.1,4.1,PFAS Som indicatief,<,10.0,ng/l,OVAM,Sum parameter,,,,
163,33452,32603659,2022-03-30,157567.0,230278.0,3.1,4.1,EU DWRL-20,=,180.0,ng/l,OVAM,Sum parameter,,,,
164,33458,32603665,2022-03-30,157567.0,230278.0,3.1,4.1,PFAS Som kwantitatief,=,180.0,ng/l,OVAM,Sum parameter,,,,
165,33465,32603672,2022-03-30,157567.0,230278.0,3.1,4.1,EFSA-4,=,24.0,ng/l,OVAM,Sum parameter,,,,
166,33743,32604527,2022-04-14,155224.0,202367.0,3.2,4.2,EFSA-4,=,1000.0,ng/l,OVAM,Sum parameter,,,,
167,33748,32604532,2022-04-14,155224.0,202367.0,3.2,4.2,PFAS Som kwantitatief,=,1400.0,ng/l,OVAM,Sum parameter,,,,
168,33768,32604552,2022-04-14,155224.0,202367.0,3.2,4.2,EU DWRL-20,=,1400.0,ng/l,OVAM,Sum parameter,,,,
169,33772,32604556,2022-04-14,155224.0,202367.0,3.2,4.2,PFAS Som indicatief,<,200.0,ng/l,OVAM,Sum parameter,,,,
170,33777,32604645,2022-03-30,155208.0,202364.0,2.1,3.1,EU DWRL-20,=,19000.0,ng/l,OVAM,Sum parameter,,,,
171,33794,32604662,2022-03-30,155208.0,202364.0,2.1,3.1,EFSA-4,=,8200.0,ng/l,OVAM,Sum parameter,,,,
172,33803,32604671,2022-03-30,155208.0,202364.0,2.1,3.1,PFAS Som indicatief,=,1000.0,ng/l,OVAM,Sum parameter,,,,
173,33810,32604678,2022-03-30,155208.0,202364.0,2.1,3.1,PFAS Som kwantitatief,=,21000.0,ng/l,OVAM,Sum parameter,,,,
174,33827,32604779,2022-04-14,70278.0,213041.0,3.18,4.18,EFSA-4,=,4.0,µg/l,OVAM,Sum parameter,,,,
175,33845,32604798,2022-04-14,70278.0,213041.0,3.18,4.18,PFAS Som kwantitatief,=,7.3,µg/l,OVAM,Sum parameter,,,,
176,33846,32604799,2022-04-14,70278.0,213041.0,3.18,4.18,EU DWRL-20,=,7.3,µg/l,OVAM,Sum parameter,,,,
177,33863,32604818,2022-04-14,70289.0,213055.0,2.55,3.55,EU DWRL-20,=,3.8,µg/l,OVAM,Sum parameter,,,,
178,33868,32604823,2022-04-14,70289.0,213055.0,2.55,3.55,PFAS Som kwantitatief,=,3.8,µg/l,OVAM,Sum parameter,,,,
179,33883,32604838,2022-04-14,70289.0,213055.0,2.55,3.55,EFSA-4,=,1.0,µg/l,OVAM,Sum parameter,,,,
180,33920,32604967,2022-04-14,70291.0,213012.0,3.15,4.15,EFSA-4,=,0.073,µg/l,OVAM,Sum parameter,,,,
181,33923,32604970,2022-04-14,70291.0,213012.0,3.15,4.15,EU DWRL-20,=,0.35,µg/l,OVAM,Sum parameter,,,,
182,33937,32604985,2022-04-14,70291.0,213012.0,3.15,4.15,PFAS Som kwantitatief,=,0.35,µg/l,OVAM,Sum parameter,,,,
183,33960,32605010,2022-04-14,70283.0,213028.0,3.11,4.11,EFSA-4,=,0.68,µg/l,OVAM,Sum parameter,,,,
184,33974,32605024,2022-04-14,70283.0,213028.0,3.11,4.11,PFAS Som kwantitatief,=,3.9,µg/l,OVAM,Sum parameter,,,,
185,33980,32605031,2022-04-14,70283.0,213028.0,3.11,4.11,EU DWRL-20,=,3.9,µg/l,OVAM,Sum parameter,,,,
186,33995,32605047,2022-04-14,70289.0,213048.0,2.45,3.45,PFAS Som kwantitatief,=,12.0,µg/l,OVAM,Sum parameter,,,,
187,34013,32605066,2022-04-14,70289.0,213048.0,2.45,3.45,EFSA-4,=,2.7,µg/l,OVAM,Sum parameter,,,,
188,34026,32605080,2022-04-14,70289.0,213048.0,2.45,3.45,EU DWRL-20,=,12.0,µg/l,OVAM,Sum parameter,,,,
189,34088,32615265,2022-03-30,147799.0,202763.0,1.6,2.6,PFAS Som kwantitatief,=,1800.0,ng/l,OVAM,Sum parameter,,,,
190,34095,32615272,2022-03-30,147799.0,202763.0,1.6,2.6,EU DWRL-20,=,1300.0,ng/l,OVAM,Sum parameter,,,,
191,34108,32615285,2022-03-30,147799.0,202763.0,1.6,2.6,PFAS Som indicatief,=,64.0,ng/l,OVAM,Sum parameter,,,,
192,34109,32615286,2022-03-30,147799.0,202763.0,1.6,2.6,EFSA-4,=,1200.0,ng/l,OVAM,Sum parameter,,,,
193,34129,32615306,2022-03-30,147784.0,202727.0,1.0,1.5,EU DWRL-20,=,290.0,ng/l,OVAM,Sum parameter,,,,
